prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
32210	442511000001105	48770020	2000	"Aspirin 300mg dispersible tablets (Accord Healthcare Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	191010
71676	29996011000001100	53332021	0	"Aspirin 75mg dispersible tablets (Mawdsley-Brooks & Company Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2018"	53332021
64071	5135611000001102	67291020	0	"Aspirin powder (J M Loveridge Ltd)"	"Aspirin"	"1mg/1mg"	"Not applicable"	"Route of administration not applicable"		"Antiplatelet Products/Non-Opioid And Compound Analgesics/Extemporaneous Item"	"August 2015"	4894009
27435	219405001000027104	82244020	1	"Paracetamol 200mg with aspirin 300mg & caffeine 45mg soluble tablet"	"Caffeine/Paracetamol/Aspirin"	"200mg + 300mg +45mg"	"Soluble Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	9921003
16	319775004	72648020	9789648	"Aspirin 75mg tablets"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	6424001
56007	15069811000001104	8040020	0	"Aspirin 300mg dispersible tablets (Sigma Pharmaceuticals Plc)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2013"	8040020
34942	139105001000027104	66393020	18	"Aspirin 75mg Dispersible tablet (Nucare Plc)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	4647009
67858	30798211000001104	60151021	1	"Aspirin 25mg capsules"	"Aspirin"	"25mg"	"Capsule"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"October 2016"	60151021
75591	93515001000027104	59905020	1	"Aspirin 300mg Tablet (Galpharm International Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"April 2019"	3001009
59244	21109511000001104	44166020	34	"Aspirin 100mg capsules"	"Aspirin"	"100mg"	"Capsule"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"March 2014"	44166020
25718	800511000001106	72645020	1349	"Angettes 75 tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	6423001
685	3690911000001103	56280020	14330	"Aspav dispersible tablets (Actavis UK Ltd)"	"Aspirin/Papaveretum"	"500mg + 7.71mg"	"Dispersible tablet"	"Oral"	0	"Unknown"	"February 2009"	2081001
22138	167825001000027104	70461020	121	"Aspirin 324mg modified-release tablets"	"Aspirin"	"324mg"	"Modified Release Tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	5783001
18329	473711000001109	84994020	303	"Enprin 75mg gastro-resistant tablets (Galpharm International Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	11179001
12964	4939011000001104	73332020	147	"Aspirin 600mg / Caffeine 50mg oral powder sachets sugar free"	"Aspirin/Caffeine"	"600mg + 50mg"	"Powder"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6625002
67124	28365411000001108	44188021	1	"Bisoprolol 10mg / Aspirin 75mg capsules"	"Bisoprolol fumarate/Aspirin"	"10mg + 75mg"	"Capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Antiplatelet Products"	"August 2016"	44188021
19189	218785001000027104	82090020	111	"Micropirin 75mg Gastro-resistant tablet (Ratiopharm UK Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	9856001
22305	4911611000001102	73531020	16	"Disprin Extra dispersible tablets (Reckitt Benckiser Healthcare (UK) Ltd)"	"Aspirin/Paracetamol"	"300mg + 200mg"	"Dispersible tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6681001
11977	217045001000027104	81582020	100	"Aspro clear maximum strength tablets"	"Aspirin"	"500mg"	"Effervescent tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	9622002
32178	219385001000027104	82242020	1	"Paracetamol 133mg with aspirin 267mg & caffeine 40mg effervescent tablet"	"Caffeine/Paracetamol/Aspirin"	"133mg + 267mg +40mg"	"Effervescent Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	9921001
33320	140245001000027104	66537020	3	"Aspirin 75mg Dispersible tablet (Sovereign Medical Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	4689009
77433	21778211000001104	47318020	770	"Aspirin 300mg gastro-resistant tablets (Waymade Healthcare Plc)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2019"	47318020
18030	3461511000001104	80848020	2172	"Imazin XL forte tablets (Napp Pharmaceuticals Ltd)"	"Aspirin/Isosorbide mononitrate"	"150mg + 60mg"	"Modified-release tablet"	"Oral"	0	"Unknown"	"February 2009"	9266001
74302	12014111000001108	30301020	1	"Aspirin 75mg/5ml oral suspension"	"Aspirin"	"15mg/1ml"	"Oral suspension"	"Oral"	2090000	"Antiplatelet Products"	"January 2019"	30301020
17926	115895001000027104	63231020	767	"Aspirin 400mg with Codeine 8mg tablets"	"Codeine Phosphate/Aspirin"	"400mg + 8mg"	"Tablets"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"February 2009"	3782001
71078	15124211000001102	8041020	0	"Aspirin 300mg dispersible tablets (Mawdsley-Brooks & Company Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"December 2017"	8041020
29848	167865001000027104	70467020	4	"Aspirin 300mg with Glycine 150mg chewable tablets"	"Aspirin"	"300mg + 150mg"	"Chewable Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5784003
31953	163411000001106	58872020	21811	"Aspirin 75mg dispersible tablets (IVAX Pharmaceuticals UK Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	2758009
66546	13662311000001102	2345020	0	"Aspirin 75mg dispersible tablets (Numark Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"June 2016"	2345020
36521	198865001000027104	75811020	11	"Aspirin 500mg modified-release tablets"	"Aspirin"	"500mg"	"Modified Release Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	7328001
54353	4932411000001102	14651020	0	"Generic Anadin Extra soluble tablets sugar free"	"Aspirin/Paracetamol/Caffeine"	"300mg + 200mg + 45mg"	"Soluble tablet"	"Oral"	4070500	"Other Non Opioid Analgesics"	"March 2013"	14651020
56736	21777511000001104	47552020	0	"Aspirin 300mg tablets (Waymade Healthcare Plc)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2013"	47552020
34385	47665001000027104	54012020	690	"Aspirin 75mg Soluble tablet (Co-operative)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	1486010
19255	219395001000027104	82243020	5	"Paracetamol 200mg with aspirin 300mg & caffeine 45mg tablet"	"Caffeine/Paracetamol/Aspirin"	"200mg + 300mg +45mg"	"Tablets"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	9921002
3155	18985001000027104	50411020	17161	"Migravess 5mg+325mg Effervescent tablet (Bayer Plc)"	"Citric Acid/Metoclopramide Hydrochloride/Aspirin/Sodium Bicarbonate"	"5mg+325mg"	"Effervescent Tablet"	"Oral"		"Products Used Against Nausea And Vertigo - Domperidone & Metoclopramide/Acute Migraine"	"February 2009"	577001
17456	54045001000027104	54789020	56	"Metoclopramide with lysine acetylsalicylate 10mg + 900mg Oral solution"	"Metoclopramide Hydrochloride/Aspirin Lysine"	"10mg + 900mg"	"Oral Solution"	"Oral"		"Products Used Against Nausea And Vertigo - Domperidone & Metoclopramide/Acute Migraine"	"February 2009"	1690001
71192	32394411000001100	62254021	1	"Aspirin 75mg tablets (Kent Pharma (UK) Ltd)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"December 2017"	62254021
48974	18082911000001104	2354020	2033	"Aspirin 75mg tablets (Phoenix Healthcare Distribution Ltd)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"January 2013"	2354020
15364	322233001	75038020	2307	"Aspirin 150mg suppositories"	"Aspirin"	"150mg"	"Suppository"	"Rectal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	7114002
24309	222175001000027104	83115020	2	"Paracetamol 120mg with aspirin 165.3mg & caffeine 60mg powder"	"Caffeine/Paracetamol/Aspirin"	"120mg + 165.3mg + 60mg"	"Powders"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	10317001
31210	47655001000027104	54011020	56	"Aspirin 300mg Tablet (Co-operative)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	1486009
5288	3637911000001108	50150020	27611	"MigraMax oral powder sachets (Zentiva Pharma UK Ltd)"	"Aspirin DL-Lysine/Metoclopramide hydrochloride"	"900mg + 10mg"	"Powder"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	515001
34434	852711000001109	57295020	200	"Aspirin 75mg dispersible tablets (Thornton & Ross Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	2322010
18261	166505001000027104	70309020	197	"Aspirin 500mg with Papaveretum 7.71mg dispersible tablets"	"Aspirin/Papaveretum"	"500mg + 7.71mg"	"Dispersible Tablet"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"February 2009"	5737001
53711	139075001000027104	66390020	0	"Aspirin 300mg Tablet (Nucare Plc)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2013"	4646009
31894	137045001000027104	66028020	1	"Safapryn -Co Tablet (Pfizer Ltd)"	"Codeine Phosphate/Paracetamol/Aspirin"	""	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	4545001
67521	12012311000001102	30277020	4	"Aspirin 15mg/5ml oral suspension"	"Aspirin"	"3mg/1ml"	"Oral suspension"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics/Acute Migraine/Non-Steroidal Anti-Inflammatory Drugs"	"September 2016"	30277020
56996	21776611000001100	47188020	6	"Aspirin 75mg dispersible tablets (Waymade Healthcare Plc)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"September 2013"	47188020
56883	21777311000001108	47189020	21	"Aspirin 75mg tablets (Waymade Healthcare Plc)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"August 2013"	47189020
657	4897611000001102	86989020	3247	"Aspirin 500mg granules sachets sugar free"	"Aspirin"	"500mg"	"Granules"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	12063001
46925	3680211000001108	53767020	28	"Co-codaprin 8mg/400mg dispersible tablets (Actavis UK Ltd)"	"Codeine phosphate/Aspirin"	"8mg + 400mg"	"Dispersible tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"March 2012"	1423009
68752	29774911000001104	52194021	0	"Aspirin 75mg tablets (Sigma Pharmaceuticals Plc)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2017"	52194021
33139	187185001000027104	73482020	2	"Anadin maximum strength Capsule (Wyeth Consumer Healthcare)"	"Caffeine/Aspirin"	""	"Capsule"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6666001
74096	8280811000001105	19014020	1	"Aspirin 50mg/5ml oral suspension"	"Aspirin"	"10mg/1ml"	"Oral suspension"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics/Acute Migraine/Non-Steroidal Anti-Inflammatory Drugs"	"December 2018"	19014020
18217	4930911000001106	78272020	1775	"Aspirin 300mg orodispersible tablets sugar free"	"Aspirin"	"300mg"	"Orodispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	8158001
79812	35841711000001100	82274021	3	"Aspirin 75mg tablets (Intrapharm Laboratories Ltd)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2020"	82274021
31956	50611000001102	62304020	96	"Aspirin 75mg gastro-resistant tablets (Kent Pharma (UK) Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	3563009
60278	22611511000001108	16783021	0	"Aspirin 300mg tablets (DE Pharmaceuticals)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"June 2014"	16783021
50949	17879711000001102	2353020	4084	"Aspirin 75mg tablets (A A H Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"January 2013"	2353020
16611	186395001000027104	73337020	2	"Anadin Tablet (Wyeth Consumer Healthcare)"	"Caffeine/Aspirin"	"15mg + 325mg"	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6626002
23841	137015001000027104	66025020	0	"Safapryn Tablet (Pfizer Ltd)"	"Paracetamol/Aspirin"	""	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	4544001
76416	15985711000001102	8033020	0	"Aspirin 300mg tablets (Bristol Laboratories Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"May 2019"	8033020
80481	93165001000027104	59864020	40	"Aspirin 75mg Dispersible tablet (Numark Management Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"April 2020"	2991009
9144	927411000001108	80899020	9596	"Caprin 75mg gastro-resistant tablets (Wockhardt UK Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	9288001
44639	139135001000027104	66396020	1	"Aspirin 300mg Dispersible tablet (Nucare Plc)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2011"	4648009
35967	13629811000001108	92507020	2	"Paramed Extra Power Pain Control tablets (Galpharm International Ltd)"	"Aspirin/Paracetamol/Caffeine"	"300mg + 200mg + 45mg"	"Tablet"	"Oral"	4070500	"Other Non Opioid Analgesics"	"February 2009"	14852001
15779	220575001000027104	82636020	90	"Codeine 8mg with aspirin 500mg soluble tablets"	"Codeine Phosphate/Aspirin"	"8mg + 500mg"	"Soluble Tablet"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"February 2009"	10101001
11951	5254111000001107	73345020	4	"Original Phensic Aspirin tablets (Merck Consumer Health Products)"	"Aspirin/Caffeine"	"325mg + 22mg"	"Tablet"	"Oral"	0	"Unknown"	"February 2009"	6628001
2986	39695111000001104	55579020	25074	"Co-codaprin 8mg/400mg dispersible tablets"	"Codeine phosphate/Aspirin"	"8mg + 400mg"	"Dispersible tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	1906002
4679	3292511000001108	85728020	271532	"Asasantin Retard capsules (Boehringer Ingelheim Ltd)"	"Dipyridamole/Aspirin"	"200mg + 25mg"	"Modified-release capsule"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	11501001
395	36475001000027104	52557020	3842	"Aspirin mixture"	"Aspirin"	""	"Mixture"	"Oromucosal"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	1108010
2047	60375001000027104	55578020	17315	"Co-codaprin 8mg with 400mg tablets"	"Codeine Phosphate/Aspirin"	"8mg+400mg"	"Tablets"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"February 2009"	1906001
7518	115905001000027104	63232020	889	"Aspirin 400mg with Codeine 8mg dispersible tablets"	"Codeine Phosphate/Aspirin"	"400mg + 8mg"	"Dispersible Tablet"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"February 2009"	3782002
47992	138011000001102	59946020	285	"Aspirin 75mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"November 2012"	3011010
79389	158465001000027104	69135020	10	"Platet 300mg Effervescent tablet (Roche Products Ltd)"	"Aspirin"	"300mg"	"Effervescent tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"December 2019"	5410002
57585	5614311000001104	2364020	123	"Asasantin Retard capsules (Dowelhurst Ltd)"	"Dipyridamole/Aspirin"	"200mg + 25mg"	"Modified-release capsule"	"Oral"	2090000	"Antiplatelet Products"	"October 2013"	2364020
33293	370411000001104	62271020	1	"Aspirin 75mg gastro-resistant tablets (Sterwin Medicines)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	3555009
21382	35903011000001104	80853020	668	"Aspirin 150mg / Isosorbide mononitrate 60mg modified-release tablets"	"Aspirin/Isosorbide mononitrate"	"150mg + 60mg"	"Modified-release tablet"	"Oral"	0	"Unknown"	"February 2009"	9268002
84784	29996411000001108	53625021	3	"Aspirin 300mg dispersible tablets (Mawdsley-Brooks & Company Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"October 2021"	53625021
47937	19429611000001108	78627020	0	"Aspirin 75mg dispersible tablets (Wockhardt UK Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	0	"Unknown"	"October 2012"	8280009
9432	115915001000027104	63233020	628	"Aspirin 500mg / Codeine 8mg soluble tablets"	"Codeine Phosphate/Aspirin"	"500mg + 8mg"	"Soluble Tablet"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"February 2009"	3782003
54430	17629911000001104	2352020	1	"Aspirin 75mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"April 2013"	2352020
645	322232006	75037020	779	"Aspirin 300mg suppositories"	"Aspirin"	"300mg"	"Suppository"	"Rectal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	7114001
24960	5019911000001105	56223020	0	"Aspirin 300mg tablets (Vantage)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	2064010
39738	256995001000027104	96734020	822	"Aspirin 162.5mg modified-release capsules"	"Aspirin"	"162.5mg"	"Modified Release Capsules"	"Oral"	2090000	"Antiplatelet Products"	"June 2009"	16985001
66171	92875001000027104	59825020	5	"Aspirin 150mg Suppository (Distriphar (UK))"	"Aspirin"	"150mg"	"Suppository"	"Rectal"	4070100	"Non-Opioid And Compound Analgesics"	"May 2016"	2982009
34796	87955001000027104	59128020	12	"Aspirin 75mg Gastro-resistant tablet (Galen Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	2817009
28810	167855001000027104	70466020	28	"Aspirin 300mg with Glycine 133mg soluble tablets"	"Aspirin"	"300mg + 133mg"	"Dissolving Tablets"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5784002
31211	65775001000027112	56282020	29	"Aspirin 75mg Dispersible tablet (A A H Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	2081009
40144	23885001000027104	51004020	2	"Aspirin 300mg Dispersible tablet (Thornton & Ross Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2009"	716010
2628	22135001000027108	50797020	115995	"Nu-seals aspirin ec 75mg Gastro-resistant tablet (Eli Lilly and Company Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	665003
33676	173911000001105	63290020	31	"Aspirin 75mg dispersible tablets (Kent Pharma (UK) Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	3798009
81574	45245001000027104	53699020	9	"Aspirin with codeine Tablet (Approved Prescription Services Ltd)"	"Codeine Phosphate/Aspirin"	""	"Tablet"	""		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"September 2020"	1406009
2607	167915001000027104	70474020	4	"Paynocil Tablet (Beecham Research Laboratories)"	"Aspirin"	""	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5786001
34	319781007	52995020	11437749	"Aspirin 75mg gastro-resistant tablets"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	1223002
1902	166755001000027104	70337020	4085	"Aspirn 600mg gastro-resistant tablets"	"Aspirin"	"600mg"	"Gastro-Resistant Tablets"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5745002
24025	901211000001107	70471020	1817	"Caprin 300mg gastro-resistant tablets (Pinewood Healthcare)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5785002
43060	6085001000027107	48762020	236	"Aspirin 300mg Soluble tablet (Celltech Pharma Europe Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2010"	189010
76456	65735001000027104	56277020	2	"Antoin Tablet (Manufacturer unknown)"	"Codeine phosphate/Aspirin"	"8mg + 400mg"	"Dispersible tablet"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"May 2019"	2080001
53804	722911000001109	4190020	0	"Aspirin 300mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2013"	4190020
17920	191495001000027104	74302020	7922	"Disprin cv 100mg Modified-release tablet (Reckitt Benckiser Healthcare (UK) Ltd)"	"Aspirin"	"100mg"	"Modified-Release Tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	6900001
85163	37927211000001112	90753021	0	"Aspirin 75mg gastro-resistant tablets (Dexcel-Pharma Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"December 2021"	90753021
32036	916711000001109	48769020	49865	"Aspirin 75mg dispersible tablets (Accord Healthcare Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	191009
430	186365001000027104	73331020	202	"Aspirin 500mg / Caffeine 32mg capsules"	"Caffeine/Aspirin"	"500mg + 32mg"	"Capsules"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6625001
80766	37148811000001112	86936021	0	"Aspirin 75mg dispersible tablets (M & A Pharmachem Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"May 2020"	86936021
45840	64205001000027104	56069020	14	"Aspirin 300mg Dispersible tablet (Numark Management Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2011"	2025010
60693	12012211000001104	30275020	0	"Aspirin 15mg/5ml oral solution"	"Aspirin"	"3mg/1ml"	"Oral solution"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics/Acute Migraine/Non-Steroidal Anti-Inflammatory Drugs"	"August 2014"	30275020
71663	34175711000001104	75110021	5	"Aspirin 75mg tablets (Accord Healthcare Ltd)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2018"	75110021
23488	5625001000027109	48698020	4	"Claradin 300mg Tablet (Nicholas Laboratories Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	175001
50926	594611000001102	2341020	2	"Aspirin 75mg dispersible tablets (The Boots Company Plc)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"January 2013"	2341020
12992	4956111000001107	69049020	1736	"Aspirin 500mg / Codeine 8mg dispersible tablets sugar free"	"Aspirin/Codeine phosphate"	"500mg + 8mg"	"Dispersible tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	5387001
74786	307211000001105	2355020	2624	"Aspirin 75mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2019"	2355020
76572	893011000001106	59818020	0	"Aspirin 300mg suppositories (Martindale Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Suppository"	"Rectal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"June 2019"	2980010
10305	156025001000027104	68710020	356	"Aspirin 162.5mg capsules"	"Aspirin"	"162.5mg"	"Capsules"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5290003
6006	414311000001102	84142020	78085	"Nu-Seals 75 gastro-resistant tablets (Alliance Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	10781001
20840	59235001000027104	55429020	10	"Acetylsalicylic acid mix"	"Aspirin"	""	"Mixture"	"Oromucosal"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	1866001
78623	29995811000001104	53624021	0	"Aspirin 300mg tablets (Mawdsley-Brooks & Company Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"November 2019"	53624021
22618	88525001000027104	59214020	213	"Solprin 75mg Tablet (Reckitt Benckiser Healthcare (UK) Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	2839001
70549	32968711000001108	69973021	10	"Danamep 75mg dispersible tablets (Ecogen Europe Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"October 2017"	69973021
85356	38796611000001104	94734021	0	"Aspirin 75mg dispersible tablets (Medihealth (Northern) Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"December 2021"	94734021
