prodcodeid	dmdid	termfromemis	productname	formulation	routeofadministration	drugsubstancename	substancestrength	bnfchapter	drugissues
2149141000033117	"4120211000001102"	"Innohep 2,500units/0.25ml solution for injection pre-filled syringes (LEO Pharma)"	"Innohep 2,500units/0.25ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Tinzaparin sodium"	"10000.000unit/1.000ml + 10000.000unit/1.000ml"	"2080100"	40
1781941000033119	"4121311000001100"	"Innohep 20,000units/2ml solution for injection vials (LEO Pharma)"	"Innohep 20,000units/2ml solution for injection vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Tinzaparin sodium"	"10000.000unit/1.000ml + 10000.000unit/1.000ml"	"2080100"	400
10493541000033110	"29903211000001100"	"Edoxaban 15mg tablets"	"Edoxaban 15mg tablets"	"Tablet"	"Oral"	"Edoxaban tosilate"	"15.000mg"	"2080200"	2000
763041000033118	"3918011000001100"	"Innohep 10,000units/0.5ml solution for injection pre-filled syringes (LEO Pharma)"	"Innohep 10,000units/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Tinzaparin sodium"	"20000.000unit/1.000ml + 20000.000unit/1.000ml"	"2080100"	3000
610941000033116	"3968911000001100"	"Fragmin 10,000units/1ml solution for injection ampoules (Pfizer Ltd)"	"Fragmin 10,000units/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Dalteparin sodium"	"10000.000unit/1.000ml + 10000.000unit/1.000ml"	"2080100"	1000
611241000033118	"3723611000001103"	"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Dalteparin sodium"	"25000.000unit/1.000ml + 25000.000unit/1.000ml"	"2080100"	20000
12372741000033116	"34699911000001109"	"Inhixa 20mg/0.2ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)"	"Inhixa 20mg/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	" "	200
763141000033119	"3919011000001105"	"Innohep 14,000units/0.7ml solution for injection pre-filled syringes (LEO Pharma)"	"Innohep 14,000units/0.7ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Tinzaparin sodium"	"20000.000unit/1.000ml + 20000.000unit/1.000ml"	"2080100"	4000
1819741000033117	"204811000001109"	"Marevan 500microgram tablets (Advanz Pharma)"	"Marevan 500microgram tablets"	"Tablet"	"Oral"	"Warfarin sodium"	"500.000microgram"	"2080200"	10000
4500541000033110	"13505411000001109"	"Pradaxa 110mg capsules (Boehringer Ingelheim Ltd)"	"Pradaxa 110mg capsules"	"Capsule"	"Oral"	"Dabigatran etexilate mesilate"	"110.000mg"	"2080200"	8000
1726841000033111	"36563811000001103"	"Dalteparin sodium 12,500units/0.5ml solution for injection pre-filled syringes"	"Dalteparin sodium 12,500units/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Dalteparin sodium"	"25000.000unit/1.000ml + 25000.000unit/1.000ml"	"2080100"	40000
274941000033116	"4199111000001108"	"Clexane 100mg/1ml solution for injection pre-filled syringes (Sanofi)"	"Clexane 100mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	"2080100"	40000
4291541000033111	"36055311000001102"	"Heparin sodium 5,000units/5ml solution for injection vials"	"Heparin sodium 5,000units/5ml solution for injection vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Heparin sodium"	"1000.000unit/1.000ml + 1000.000unit/1.000ml"	"2080100"	300
8232941000033119	"703908001"	"Apixaban 5mg tablets"	"Apixaban 5mg tablets"	"Tablet"	"Oral"	"Apixaban"	"5.000mg"	" "	4000000
1439841000033110	"35919511000001105"	"Tinzaparin sodium 40,000units/2ml solution for injection vials"	"Tinzaparin sodium 40,000units/2ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"Tinzaparin sodium"	"20000.000unit/1.000ml + 20000.000unit/1.000ml"	"2080100"	2000
1781641000033114	"3970311000001105"	"Fragmin Graduated Syringe 10,000units/1ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Fragmin Graduated Syringe 10,000units/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Dalteparin sodium"	"10000.000unit/1.000ml + 10000.000unit/1.000ml"	"2080100"	2000
868341000033112	"461911000001100"	"Marevan 5mg tablets (Advanz Pharma)"	"Marevan 5mg tablets"	"Tablet"	"Oral"	"Warfarin sodium"	"5.000mg"	"2080200"	40000
12584941000033116	"35569511000001101"	"Arovi 20mg/0.2ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Arovi 20mg/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	" "	10
1440641000033115	"35918911000001106"	"Tinzaparin sodium 14,000units/0.7ml solution for injection pre-filled syringes"	"Tinzaparin sodium 14,000units/0.7ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Tinzaparin sodium"	"20000.000unit/1.000ml + 20000.000unit/1.000ml"	"2080100"	60000
9704541000033116	"27810711000001104"	"Rivaroxaban 2.5mg tablets"	"Rivaroxaban 2.5mg tablets"	"Tablet"	"Oral"	"Rivaroxaban"	"2.500mg"	" "	20000
12585041000033116	"35569011000001109"	"Arovi 40mg/0.4ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Arovi 40mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	" "	100
1727041000033119	"37084411000001104"	"Dalteparin sodium 18,000units/0.72ml solution for injection pre-filled syringes"	"Dalteparin sodium 18,000units/0.72ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Dalteparin sodium"	"25000.000unit/1.000ml + 25000.000unit/1.000ml"	"2080100"	50000
1082341000033112	"319746005"	"Phenindione 25mg tablets"	"Phenindione 25mg tablets"	"Tablet"	"Oral"	"Phenindione"	"25.000mg"	"2080200"	20000
517141000033112	"36565711000001107"	"Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes"	"Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Intravenous/ Subcutaneous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	"2080100"	100000
404241000033119	"36093111000001105"	"Dalteparin sodium 10,000units/4ml solution for injection ampoules"	"Dalteparin sodium 10,000units/4ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Dalteparin sodium"	"2500.000unit/1.000ml + 2500.000unit/1.000ml"	"2080100"	1000
10046241000033116	"28566511000001103"	"Tinzaparin sodium 8,000units/0.4ml solution for injection pre-filled syringes"	"Tinzaparin sodium 8,000units/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Tinzaparin sodium"	"20000.000unit/1.000ml + 20000.000unit/1.000ml"	" "	4000
12373041000033112	"34700811000001100"	"Inhixa 80mg/0.8ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)"	"Inhixa 80mg/0.8ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	" "	1000
12476241000033116	"35083411000001103"	"Enoxaparin Becat 40mg/0.4ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin Becat 40mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	" "	80
2732641000033110	"4198211000001107"	"Clexane Forte 150mg/1ml solution for injection pre-filled syringes (Sanofi)"	"Clexane Forte 150mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Enoxaparin sodium"	"150.000mg/1.000ml"	"2080100"	20000
10493841000033112	"29902111000001100"	"Lixiana 15mg tablets (Daiichi Sankyo UK Ltd)"	"Lixiana 15mg tablets"	"Tablet"	"Oral"	"Edoxaban tosilate"	"15.000mg"	"2080200"	3
12372841000033114	"34700211000001101"	"Inhixa 40mg/0.4ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)"	"Inhixa 40mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	" "	3000
10493741000033120	"29903411000001101"	"Edoxaban 60mg tablets"	"Edoxaban 60mg tablets"	"Tablet"	"Oral"	"Edoxaban tosilate"	"60.000mg"	"2080200"	500000
942041000033112	"4528211000001107"	"Multiparin 125,000units/5ml solution for injection vials (Wockhardt UK Ltd)"	"Multiparin 125,000units/5ml solution for injection vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Heparin sodium"	"25000.000unit/1.000ml + 25000.000unit/1.000ml"	"2080100"	30
12584741000033120	"35559211000001107"	"Arovi 120mg/0.8ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Arovi 120mg/0.8ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"150.000mg/1.000ml"	" "	70
10046341000033112	"28566111000001107"	"Tinzaparin sodium 12,000units/0.6ml solution for injection pre-filled syringes"	"Tinzaparin sodium 12,000units/0.6ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Tinzaparin sodium"	"20000.000unit/1.000ml + 20000.000unit/1.000ml"	" "	10000
8535041000033115	"22648311000001103"	"Epoprostenol 1.5mg powder (pH12) for solution for infusion vials"	"Epoprostenol 1.5mg powder (pH12) for solution for infusion vials"	" Powder for solution for infusion"	"Intravenous"	"Epoprostenol sodium"	"1.500mg"	"2080100"	10
276441000033116	"3826311000001101"	"Clexane 20mg/0.2ml solution for injection pre-filled syringes (Sanofi)"	"Clexane 20mg/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	"2080100"	20000
2620141000033114	"8798811000001103"	"Warfarin 5mg/5ml oral suspension"	"Warfarin 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Warfarin sodium"	"1.000mg/1.000ml"	" "	2000
2149041000033116	"35919111000001101"	"Tinzaparin sodium 2,500units/0.25ml solution for injection pre-filled syringes"	"Tinzaparin sodium 2,500units/0.25ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Tinzaparin sodium"	"10000.000unit/1.000ml + 10000.000unit/1.000ml"	"2080100"	2000
4500341000033115	"13532811000001109"	"Dabigatran etexilate 110mg capsules"	"Dabigatran etexilate 110mg capsules"	"Capsule"	"Oral"	"Dabigatran etexilate mesilate"	"110.000mg"	"2080200"	500000
404341000033112	"36566011000001101"	"Dalteparin sodium 5,000units/0.2ml solution for injection pre-filled syringes"	"Dalteparin sodium 5,000units/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Dalteparin sodium"	"25000.000unit/1.000ml + 25000.000unit/1.000ml"	"2080100"	70000
12988641000033110	"36784411000001101"	"Inhixa 150mg/1ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)"	"Inhixa 150mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"150.000mg/1.000ml"	" "	300
942141000033111	"4501011000001101"	"Multiparin 25,000units/5ml solution for injection vials (Wockhardt UK Ltd)"	"Multiparin 25,000units/5ml solution for injection vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Heparin sodium"	"5000.000unit/1.000ml + 5000.000unit/1.000ml"	"2080100"	30
11799241000033112	"36063911000001106"	"Epoprostenol 500microgram powder and solvent (pH10.5) for solution for infusion vials"	"Epoprostenol 500microgram powder and solvent (pH10.5) for solution for infusion vials"	"Powder and solvent for solution for infusion"	"Intravenous"	"Epoprostenol sodium"	"500.000microgram"	"2080100"	3
12584841000033112	"35559411000001106"	"Arovi 150mg/1ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Arovi 150mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"150.000mg/1.000ml"	" "	40
611041000033114	"3840411000001109"	"Fragmin 2,500units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Fragmin 2,500units/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Dalteparin sodium"	"12500.000unit/1.000ml + 12500.000unit/1.000ml"	"2080100"	5000
8535241000033111	"22647611000001109"	"Veletri 1.5mg powder for solution for infusion vials (Janssen-Cilag Ltd)"	"Veletri 1.5mg powder for solution for infusion vials"	" Powder for solution for infusion"	"Intravenous"	"Epoprostenol sodium"	"1.500mg"	"2080100"	2
6436141000033111	"19469811000001101"	"Dabigatran etexilate 150mg capsules"	"Dabigatran etexilate 150mg capsules"	"Capsule"	"Oral"	"Dabigatran etexilate mesilate"	"150.000mg"	" "	400000
12476141000033112	"35083211000001102"	"Enoxaparin Becat 20mg/0.2ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin Becat 20mg/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	" "	9
404141000033114	"37084511000001100"	"Dalteparin sodium 2,500units/0.2ml solution for injection pre-filled syringes"	"Dalteparin sodium 2,500units/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"Dalteparin sodium"	"12500.000unit/1.000ml + 12500.000unit/1.000ml"	"2080100"	10000
12585241000033112	"35567911000001101"	"Arovi 80mg/0.8ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Arovi 80mg/0.8ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	" "	70
2729541000033119	"36060511000001105"	"Fondaparinux sodium 2.5mg/0.5ml solution for injection pre-filled syringes"	"Fondaparinux sodium 2.5mg/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Intravenous/ Subcutaneous"	"Fondaparinux sodium"	"5.000mg/1.000ml"	"2080100"	1000
12585141000033116	"35568611000001106"	"Arovi 60mg/0.6ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Arovi 60mg/0.6ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"100.000mg/1.000ml"	" "	90
11799141000033118	"36063811000001101"	"Epoprostenol 1.5mg powder and solvent (pH10.5) for solution for infusion vials"	"Epoprostenol 1.5mg powder and solvent (pH10.5) for solution for infusion vials"	"Powder and solvent for solution for infusion"	"Intravenous"	"Epoprostenol sodium"	"1.500mg"	"2080100"	1
2729641000033118	"4332811000001106"	"Arixtra 2.5mg/0.5ml solution for injection pre-filled syringes (Mylan)"	"Arixtra 2.5mg/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Fondaparinux sodium"	"5.000mg/1.000ml"	"2080100"	60
12988541000033114	"36784211000001100"	"Inhixa 120mg/0.8ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)"	"Inhixa 120mg/0.8ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intraarterial"	"Enoxaparin sodium"	"150.000mg/1.000ml"	" "	400
