prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
54892	18723611000001100	37791020	0	"Warfarin 1mg/ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)"	"Warfarin sodium"	"1mg/1ml"	"Oral suspension"	"Oral"	2080200	"Oral Anticoagulants"	"May 2013"	37791020
13568	185965001000027104	73288020	128	"Heparin sodium 25,000iu/ml Subcutaneous injection"	"Heparin Sodium"	"25,000iu/ml"	"Subcutaneous Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	6612002
9605	36566011000001104	75574020	29007	"Dalteparin sodium 5,000units/0.2ml solution for injection pre-filled syringes"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	7260001
64500	27160311000001104	40546021	32	"Xarelto 2.5mg tablets (Bayer Plc)"	"Rivaroxaban"	"2.5mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"October 2015"	40546021
30203	36065001000027104	52501020	5656	"Warfarin wbp 3mg Tablet (Boehringer Ingelheim Ltd)"	"Warfarin sodium"	"3mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	1093002
71274	34700511000001104	77913021	386	"Inhixa 60mg/0.6ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2018"	77913021
43407	456711000001104	56201020	593	"Warfarin 3mg tablets (A A H Pharmaceuticals Ltd)"	"Warfarin sodium"	"3mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"September 2010"	2058010
28506	74225001000027104	57494020	1	"Heparin low molecular weight 3500 iu/0.3ml Sterile solution"	"Tinzaparin Sodium"	"3500 iu/0.3ml"	"Sterile Solution"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	2372001
55316	8798611000001102	20945020	1	"Warfarin 3mg/5ml oral suspension"	"Warfarin sodium"	"600microgram/1ml"	"Oral suspension"	"Oral"	2080200	"Oral Anticoagulants"	"May 2013"	20945020
73726	584211000001100	2301020	1	"Warfarin 3mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Warfarin sodium"	"3mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"November 2018"	2301020
65876	29903211000001100	53100021	365	"Edoxaban 15mg tablets"	"Edoxaban tosilate"	"15mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"April 2016"	53100021
10002	54765001000027104	54875020	1165	"Dalteparin 10000iu/1ml injection solution"	"Dalteparin Sodium"	"10000 iu/1ml"	"Injection Solution"	"Subcutaneous Injection"	2080100	"Parenteral Anticoagulants"	"February 2009"	1712002
77043	4910911000001101	2260020	1	"Monoparin 20,000units/20ml solution for injection ampoules (Wockhardt UK Ltd)"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"July 2019"	2260020
26146	185615001000027104	73245020	1	"Heparin low molecular weight 10,000 iu/ml Sterile solution"	"Dalteparin Sodium"	"10,000 iu/ml"	"Sterile Solution"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	6601002
64678	29903411000001100	53104021	187935	"Edoxaban 60mg tablets"	"Edoxaban tosilate"	"60mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"November 2015"	53104021
10072	3967611000001107	88314020	4929	"Fragmin 10,000units/0.4ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12732001
14341	4198211000001107	91199020	11423	"Clexane Forte 150mg/1ml solution for injection pre-filled syringes (Sanofi)"	"Enoxaparin sodium"	"150mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	14192001
10469	3854011000001105	72917020	981	"Canusal 200units/2ml patency solution ampoules (Wockhardt UK Ltd)"	"Heparin sodium"	"100unit/1ml"	"Not applicable"	"Route of administration not applicable"	71120000	"Catheter Maintenance Solutions"	"February 2009"	6504001
23078	32095001000027108	51984020	25825	"Warfarin 1mg Tablet (WB Pharmaceuticals Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	965009
25287	55435001000027104	54952020	14	"Unihep leo 1000unit/ml Injection (LEO Pharma)"	"Heparin Sodium"	"1000unit/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	1734001
57032	18288311000001104	77754020	1	"Warfarin 1mg/ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)"	"Warfarin sodium"	"1mg/1ml"	"Oral suspension"	"Oral"	2080200	"Oral Anticoagulants"	"September 2013"	7977009
47353	19842111000001100	756021	2350	"Rivaroxaban 15mg tablets"	"Rivaroxaban"	"15mg"	"Tablet"	"Oral"	0	"Unknown"	"June 2012"	19043001
19989	35919511000001104	87582020	843	"Tinzaparin sodium 40,000units/2ml solution for injection vials"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12365001
70831	3783611000001109	62258020	28	"Phenindione 50mg tablets (Advanz Pharma)"	"Phenindione"	"50mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"December 2017"	3552011
31937	617811000001100	55826020	4831	"Warfarin 5mg tablets (Teva UK Ltd)"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	1968011
36911	3968911000001100	93934020	421	"Fragmin 10,000units/1ml solution for injection ampoules (Pfizer Ltd)"	"Dalteparin sodium"	"10000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	15571001
36196	36054211000001112	91636020	183	"Heparin sodium 1,000units/1ml solution for injection ampoules"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	14412001
73212	35084011000001108	79482021	28	"Enoxaparin Becat 100mg/1ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"September 2018"	79482021
72120	29902111000001100	53101021	1	"Lixiana 15mg tablets (Daiichi Sankyo UK Ltd)"	"Edoxaban tosilate"	"15mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"May 2018"	53101021
42106	55485001000027104	54957020	3	"Unihep leo 25,000iu/ml Injection (LEO Pharma)"	"Heparin Sodium"	"25,000iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"April 2010"	1735001
73642	10138911000001108	72644020	0	"Warfarin 1mg tablets (Zentiva Pharma UK Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"November 2018"	6422009
20154	36564011000001104	91193020	23744	"Enoxaparin sodium 100mg/1ml solution for injection pre-filled syringes"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	14189001
10194	36563811000001104	88306020	17771	"Dalteparin sodium 12,500units/0.5ml solution for injection pre-filled syringes"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12728001
59400	15202611000001100	2311020	1	"Warfarin 500microgram tablets (Sigma Pharmaceuticals Plc)"	"Warfarin sodium"	"500microgram"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"April 2014"	2311020
23579	36060511000001104	77866020	516	"Fondaparinux sodium 2.5mg/0.5ml solution for injection pre-filled syringes"	"Fondaparinux sodium"	"5mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	8015001
20028	4744311000001106	57887020	72	"Multiparin 5,000units/5ml solution for injection vials (Wockhardt UK Ltd)"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	2468001
66570	21919511000001108	47181020	0	"Warfarin 1mg tablets (Waymade Healthcare Plc)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"June 2016"	47181020
82821	33593311000001104	71067021	1	"Flolan 500microgram powder and solvent (pH12) for solution for infusion vials (GlaxoSmithKline UK Ltd)"	"Epoprostenol sodium"	"500microgram"	"Powder and solvent for solution for infusion"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"January 2021"	71067021
61	319734006	65438020	7455720	"Warfarin 3mg tablets"	"Warfarin sodium"	"3mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	4382002
42853	46875001000027104	53910020	20	"Heparin calcium 25,000iu/ml Injection"	"Heparin Calcium"	"25,000iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"July 2010"	1459009
2676	3723611000001103	71648020	19458	"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	6134001
79457	32751211000001108	69463021	1	"Warfarin 3mg capsules"	"Warfarin sodium"	"3mg"	"Capsule"	"Oral"	2080200	"Oral Anticoagulants"	"December 2019"	69463021
20153	38895211000001104	91195020	12002	"Enoxaparin sodium 150mg/1ml solution for injection pre-filled syringes"	"Enoxaparin sodium"	"150mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	14190001
71837	4627711000001106	53552020	3	"Flolan 1.5mg powder and solvent (pH10.5) for solution for infusion vials (GlaxoSmithKline UK Ltd)"	"Epoprostenol sodium"	"1.5mg"	"Powder and solvent for solution for infusion"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"April 2018"	1370002
46278	36054611000001104	99917020	1386	"Heparin sodium 200units/2ml patency solution ampoules"	"Heparin sodium"	"100unit/1ml"	"Not applicable"	"Route of administration not applicable"	71120000	"Catheter Maintenance Solutions"	"October 2011"	18612001
58519	22735311000001104	17195021	0	"Warfarin 1mg tablets (DE Pharmaceuticals)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"January 2014"	17195021
76048	35559411000001104	81456021	59	"Arovi 150mg/1ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin sodium"	"150mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"May 2019"	81456021
4888	175525001000027104	71593020	217	"Heplok 10 iu/ml Oral solution (LEO Pharma)"	"Heparin Sodium"	"10 iu/ml"	"Oral Solution"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	6118001
82730	18509011000001104	9951020	1	"Coumadin 4mg tablets (Imported (Canada))"	"Warfarin sodium"	"4mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"January 2021"	9951020
46101	4031311000001105	99913020	6488	"Heparin sodium 50units/5ml patency solution ampoules"	"Heparin sodium"	"10unit/1ml"	"Not applicable"	"Route of administration not applicable"	71120000	"Catheter Maintenance Solutions"	"September 2011"	18610001
31511	32105001000027104	51985020	22788	"Warfarin 3mg Tablet (WB Pharmaceuticals Ltd)"	"Warfarin sodium"	"3mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	965010
34758	927211000001109	55896020	3562	"Warfarin 3mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Warfarin sodium"	"3mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	1985010
27035	115385001000027104	63165020	2	"Pump-hep 1000unit/ml Infusion (LEO Pharma)"	"Heparin Sodium"	"1000unit/ml"	"Infusion"	"Intravenous Infusion"	2080100	"Parenteral Anticoagulants"	"February 2009"	3763001
20411	215895001000027104	81208020	2	"Alphaparin 3000iu/0.5ml Injection (Grifols UK Ltd)"	"Certoparin Sodium"	"3000iu/0.5ml"	"Injection"	"Subcutaneous Injection"	2080100	"Parenteral Anticoagulants"	"February 2009"	9438002
38536	13566311000001106	94008020	11	"Fondaparinux sodium 1.5mg/0.3ml solution for injection pre-filled syringes"	"Fondaparinux sodium"	"5mg/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	15608001
68667	32751311000001100	69465021	5	"Warfarin 5mg capsules"	"Warfarin sodium"	"5mg"	"Capsule"	"Oral"	2080200	"Oral Anticoagulants"	"January 2017"	69465021
13501	54585001000027104	54849020	1993	"Dindevan 50mg Tablet (Goldshield Pharmaceuticals Ltd)"	"Phenindione"	"50mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	1706003
5526	3840411000001109	73238020	3611	"Fragmin 2,500units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)"	"Dalteparin sodium"	"12500unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	6599003
21365	77215001000027104	57897020	53	"Uniparin 5000iu/0.2ml Injection (C P Pharmaceuticals Ltd)"	"Heparin Sodium"	"5000iu/0.2ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	2470001
44866	262485001000027104	99253020	448	"Warfarin sodium 1mg/ml oral supension SF"	"Warfarin Sodium"	"1mg/ml"	"Oral Suspension Sugar-Free"	"Oral"	2080200	"Oral Anticoagulants"	"March 2011"	18272001
54451	19842211000001108	39231020	1004862	"Rivaroxaban 20mg tablets"	"Rivaroxaban"	"20mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"April 2013"	39231020
19486	4865111000001103	88302020	7020	"Dalteparin sodium 7,500units/0.3ml solution for injection pre-filled syringes"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12726001
73309	35569011000001108	81451021	221	"Arovi 40mg/0.4ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"October 2018"	81451021
21316	4121711000001101	87590020	308	"Innohep 40,000units/2ml solution for injection vials (LEO Pharma)"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12369001
84103	38098411000001104	91474021	1	"Inhixa 40mg/0.4ml solution for injection pre-filled syringes (Ethigen Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"June 2021"	91474021
73607	35083811000001100	79481021	11	"Enoxaparin Becat 80mg/0.8ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"November 2018"	79481021
15709	73985001000027104	57467020	26	"Tinzaparin 3500 IU/0.3ml Sterile solution"	"Tinzaparin Sodium"	"3500 IU/0.3ml"	"Sterile Solution"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	2366001
48134	19840811000001108	758021	64	"Xarelto 15mg tablets (Bayer Plc)"	"Rivaroxaban"	"15mg"	"Tablet"	"Oral"	0	"Unknown"	"December 2012"	19044001
34416	524811000001109	63426020	48	"Warfarin 1mg tablets (Kent Pharma (UK) Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	3836009
82540	16504611000001100	2292020	17	"Clexane 100mg/1ml solution for injection pre-filled syringes (Mawdsley-Brooks & Company Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2021"	2292020
12974	190215001000027104	74024020	333	"Clexane 150mg/ml Injection (Aventis Pharma)"	"Enoxaparin Sodium"	"150mg/ml"	"Injection"	"Subcutaneous Injection"	2080100	"Parenteral Anticoagulants"	"February 2009"	6819002
21518	77175001000027104	57894020	37	"Monoparin 25,000iu/ml Injection (C P Pharmaceuticals Ltd)"	"Heparin Sodium"	"25,000iu/ml"	"Injection"	"Subcutaneous Injection"	2080100	"Parenteral Anticoagulants"	"February 2009"	2469003
65746	22736711000001108	17198021	0	"Warfarin 500microgram tablets (DE Pharmaceuticals)"	"Warfarin sodium"	"500microgram"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"March 2016"	17198021
19337	4528211000001107	57889020	101	"Multiparin 125,000units/5ml solution for injection vials (Wockhardt UK Ltd)"	"Heparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	2468003
33307	36055111000001104	91644020	125	"Heparin sodium 5,000units/1ml solution for injection ampoules"	"Heparin sodium"	"5000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	14416001
8664	185915001000027104	73283020	554	"Heparin sodium 5000iu/ml Injection"	"Heparin Sodium"	"5000iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	6611002
35033	36055311000001104	91630020	212	"Heparin sodium 5,000units/5ml solution for injection vials"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	14409001
39119	14254711000001104	95923020	38121	"Rivaroxaban 10mg tablets"	"Rivaroxaban"	"10mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"April 2009"	16574001
34088	22285001000027100	50812020	377	"Warfarin 5mg Tablet (Celltech Pharma Europe Ltd)"	"Warfarin sodium"	"5mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	668011
36172	11507011000001102	93583020	217	"Clexane 300mg/3ml solution for injection multidose vials (Sanofi)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	15392001
9610	210325001000027104	79398020	2208	"Tinzaparin 20000 iu/ml Injection"	"Tinzaparin Sodium"	"20000 iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	8595001
84751	10357411000001108	73396020	0	"Heparin sodium 5,000units/5ml solution for injection vials (Wockhardt UK Ltd)"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"October 2021"	6642009
34019	272711000001102	55895020	3880	"Warfarin 1mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	1985009
85094	32479111000001108	66009021	0	"Dalteparin sodium 10,000units/1ml solution for injection pre-filled syringes (Colorama Pharmaceuticals Ltd)"	"Dalteparin sodium"	"10000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"December 2021"	66009021
55805	7538811000001102	87267020	1	"Bemiparin sodium 10,000units/0.4ml solution for injection pre-filled syringes"	"Bemiparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	0	"Unknown"	"August 2013"	12205001
53740	19506911000001104	347021	444	"Eliquis 2.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Apixaban"	"2.5mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"February 2013"	18832001
17007	35919111000001100	87570020	652	"Tinzaparin sodium 2,500units/0.25ml solution for injection pre-filled syringes"	"Tinzaparin sodium"	"10000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12359001
46924	3781211000001108	62256020	10	"Phenindione 10mg tablets (Advanz Pharma)"	"Phenindione"	"10mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"March 2012"	3552009
63071	375374009	9950020	1	"Warfarin 4mg tablets"	"Warfarin sodium"	"4mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"May 2015"	9950020
25195	237375001000027104	87654020	2	"Heparin sodium 25,000iu/ml pre-filled Injection"	"Heparin Sodium"	"25,000iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	12401001
39639	14237311000001106	95937020	136	"Xarelto 10mg tablets (Bayer Plc)"	"Rivaroxaban"	"10mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"May 2009"	16581001
60188	22465811000001108	16334021	4	"Heparin sodium 5,000units/1litre infusion bags"	"Heparin sodium"	"5unit/1ml"	"Infusion"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"June 2014"	16334021
17664	4199811000001101	87678020	10844	"Clexane 60mg/0.6ml solution for injection pre-filled syringes (Sanofi)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12413001
71746	34700811000001100	77914021	191	"Inhixa 80mg/0.8ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"April 2018"	77914021
3895	185905001000027104	73282020	360	"Heparin sodium 1000iu/ml Injection"	"Heparin Sodium"	"1000iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	6611001
40143	3659711000001104	65390020	1708	"Warfarin 500microgram tablets (A A H Pharmaceuticals Ltd)"	"Warfarin sodium"	"500microgram"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"August 2009"	4369009
5747	175815001000027104	71650020	989	"Fragmin 25,000iu/ml Solution for injection (Pfizer Ltd)"	"Dalteparin Sodium"	"25,000iu/ml"	"Solution For Injection"	"Subcutaneous Injection"	2080100	"Parenteral Anticoagulants"	"February 2009"	6134003
61949	36060411000001104	89136020	50	"Fondaparinux sodium 10mg/0.8ml solution for injection pre-filled syringes"	"Fondaparinux sodium"	"12.5mg/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2015"	13147001
46632	19469811000001100	251021	89075	"Dabigatran etexilate 150mg capsules"	"Dabigatran etexilate mesilate"	"150mg"	"Capsule"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"January 2012"	18784001
39503	13532911000001104	94833020	3225	"Dabigatran etexilate 75mg capsules"	"Dabigatran etexilate mesilate"	"75mg"	"Capsule"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"April 2009"	16026001
63146	36054511000001104	91642020	40	"Heparin sodium 20,000units/20ml solution for injection ampoules"	"Heparin sodium"	"1000unit/1ml"	"Solution for injection"	"Intravenous"	2080100	"Parenteral Anticoagulants"	"May 2015"	14415001
60041	36093411000001104	74748020	3	"Danaparoid sodium 750units/0.6ml solution for injection ampoules"	"Danaparoid sodium"	"1250unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"May 2014"	7032001
80969	10418211000001108	65808020	9	"Warfarin 1mg tablets (Arrow Generics Ltd)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"June 2020"	4485009
7154	4198711000001100	87682020	18917	"Clexane Forte 120mg/0.8ml solution for injection pre-filled syringes (Sanofi)"	"Enoxaparin sodium"	"150mg/1ml"	"Solution for injection"	"Intraarterial/Intravenous/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12415001
73853	35568611000001104	81452021	111	"Arovi 60mg/0.6ml solution for injection pre-filled syringes (ROVI Biotech Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"November 2018"	81452021
28593	237335001000027104	87650020	8	"Heparin sodium 1000iu/ml pre-filled Injection"	"Heparin Sodium"	"1000iu/ml"	"Injection"	""	2080100	"Parenteral Anticoagulants"	"February 2009"	12399001
13210	38895111000001104	87670020	13345	"Enoxaparin sodium 80mg/0.8ml solution for injection pre-filled syringes"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	12409001
54066	703908001	46752020	1071511	"Apixaban 5mg tablets"	"Apixaban"	"5mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"March 2013"	46752020
65247	29903311000001108	53102021	93845	"Edoxaban 30mg tablets"	"Edoxaban tosilate"	"30mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"January 2016"	53102021
38839	9205511000001100	89138020	6	"Arixtra 5mg/0.4ml solution for injection pre-filled syringes (Mylan)"	"Fondaparinux sodium"	"12.5mg/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"February 2009"	13148001
63571	28498711000001104	44861021	1020	"Innohep 16,000units/0.8ml solution for injection pre-filled syringes (LEO Pharma)"	"Tinzaparin sodium"	"20000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"July 2015"	44861021
9140	36093111000001104	54874020	1069	"Dalteparin sodium 10,000units/4ml solution for injection ampoules"	"Dalteparin sodium"	"2500unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"February 2009"	1712001
47207	19842211000001108	760021	9690	"Rivaroxaban 20mg tablets"	"Rivaroxaban"	"20mg"	"Tablet"	"Oral"	0	"Unknown"	"May 2012"	19045001
48966	19842111000001100	39229020	301584	"Rivaroxaban 15mg tablets"	"Rivaroxaban"	"15mg"	"Tablet"	"Oral"	2080201	"Novel Oral Anticoagulants (Noacs)"	"January 2013"	39229020
82638	38232211000001104	92931021	1	"Inhixa 300mg/3ml solution for injection multidose vials (Techdow Pharma England Ltd)"	"Enoxaparin sodium"	"100mg/1ml"	"Solution for injection"	"Intravenous/Intraarterial/Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2021"	92931021
51350	18772711000001100	2265020	9	"Fragmin 15,000units/0.6ml solution for injection pre-filled syringes (Waymade Healthcare Plc)"	"Dalteparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous"	2080100	"Parenteral Anticoagulants"	"January 2013"	2265020
34576	90985001000027104	59540020	31	"Warfarin 1mg Tablet (Lagap)"	"Warfarin sodium"	"1mg"	"Tablet"	"Oral"	2080200	"Oral Anticoagulants"	"February 2009"	2910009
71196	13016611000001102	33697020	1	"Warfarin 1.5mg/5ml oral solution"	"Warfarin sodium"	"300microgram/1ml"	"Oral solution"	"Oral"	2080200	"Oral Anticoagulants"	"December 2017"	33697020
64133	15150711000001104	2271020	0	"Heparin sodium 5,000units/0.2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Heparin sodium"	"25000unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	2080100	"Parenteral Anticoagulants"	"August 2015"	2271020
