prodcodeid	dmdid	termfromemis	productname	formulation	routeofadministration	drugsubstancename	substancestrength	bnfchapter	drugissues	BBvar
69441000033112	"877011000001106"	"Antipressan 25mg tablets (Teva UK Ltd)"	"Antipressan 25mg tablets"	"Tablet"	"Oral"	"Atenolol"	"25.000mg"	" "	4000	1
1951841000033112	"318606004"	"Bisoprolol 3.75mg tablets"	"Bisoprolol 3.75mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"3.750mg"	"2040000"	2000000	1
453041000033116	"243111000001108"	"Dilzem XL 120 capsules (Teva UK Ltd)"	"Dilzem XL 120 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	"2060200"	100000	1
8961141000033117	"39701011000001101"	"Nebivolol 10mg tablets"	"Nebivolol 10mg tablets"	"Tablet"	"Oral"	"Nebivolol hydrochloride"	"10.000mg"	" "	30000	1
4955941000033111	"15307311000001100"	"Syprol 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Syprol 40mg/5ml oral solution"	"Oral solution"	"Oral"	"Propranolol hydrochloride"	"8.000mg/1.000ml"	" "	400	1
1602341000033116	"723811000001107"	"Dilcardia SR 120mg capsules (Mylan)"	"Dilcardia SR 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	"2060200"	1000	1
4957141000033117	"8672911000001108"	"Propranolol 80mg/5ml oral solution"	"Propranolol 80mg/5ml oral solution"	"Oral solution"	"Oral"	"Propranolol hydrochloride"	"16.000mg/1.000ml"	" "	100	1
5998141000033117	"8672811000001103"	"Propranolol 40mg/5ml oral suspension"	"Propranolol 40mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Propranolol hydrochloride"	"8.000mg/1.000ml"	" "	20	1
90541000033117	"181611000001107"	"Atenix 100 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenix 100 tablets"	"Tablet"	"Oral"	"Atenolol"	"100.000mg"	"2040000"	30000	1
1469341000033110	"42611000001104"	"Trandate 50mg tablets (RPH Pharmaceuticals AB)"	"Trandate 50mg tablets"	"Tablet"	"Oral"	"Labetalol hydrochloride"	"50.000mg"	"2040000"	6000	1
5898041000033111	"8305311000001100"	"Bisoprolol 1.25mg/5ml oral solution"	"Bisoprolol 1.25mg/5ml oral solution"	"Oral solution"	"Oral"	"Bisoprolol fumarate"	"250.000microgram/1.000ml"	" "	1000	1
91841000033113	"482511000001101"	"Atenix 25 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenix 25 tablets"	"Tablet"	"Oral"	"Atenolol"	"25.000mg"	"2040000"	10000	1
4267141000033111	"14159111000001101"	"Bisoprolol 7.5mg/5ml oral suspension"	"Bisoprolol 7.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Bisoprolol fumarate"	"1.500mg/1.000ml"	" "	300	1
1750241000033113	"8672711000001106"	"Propranolol 40mg/5ml oral solution"	"Propranolol 40mg/5ml oral solution"	"Oral solution"	"Oral"	"Propranolol hydrochloride"	"8.000mg/1.000ml"	" "	4000	1
1951741000033119	"318605000"	"Bisoprolol 2.5mg tablets"	"Bisoprolol 2.5mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"2.500mg"	"2040000"	20000000	1
124241000033112	"549611000001106"	"Bedranol SR 160mg capsules (Sandoz Ltd)"	"Bedranol SR 160mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol hydrochloride"	"160.000mg"	"2040000"	3000	1
1275141000033117	"540111000001108"	"Securon SR 240mg tablets (Mylan)"	"Securon SR 240mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil hydrochloride"	"240.000mg"	"2060200"	500000	1
4815641000033117	"8668411000001106"	"Metoprolol 12.5mg/5ml oral suspension"	"Metoprolol 12.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Metoprolol tartrate"	"2.500mg/1.000ml"	" "	500	1
851041000033112	"916111000001108"	"Lopresor SR 200mg tablets (Recordati Pharmaceuticals Ltd)"	"Lopresor SR 200mg tablets"	"Modified-release tablet"	"Oral"	"Metoprolol tartrate"	"200.000mg"	"2040000"	8000	1
1602441000033110	"937011000001101"	"Dilcardia SR 60mg capsules (Mylan)"	"Dilcardia SR 60mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"60.000mg"	"2060200"	7000	1
1509841000033114	"4139411000001106"	"Verapamil 40mg/5ml oral solution sugar free"	"Verapamil 40mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Verapamil hydrochloride"	"8.000mg/1.000ml"	"2060200"	8000	1
2802041000033113	"544711000001103"	"Soloc 10mg tablets (Mercury Pharma Group Ltd)"	"Soloc 10mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"10.000mg"	"2040000"	1	1
5898141000033110	"8305211000001108"	"Bisoprolol 1.25mg/5ml oral suspension"	"Bisoprolol 1.25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Bisoprolol fumarate"	"250.000microgram/1.000ml"	" "	400	1
2653341000033118	"2886511000001108"	"Adizem-XL 200mg capsules (Napp Pharmaceuticals Ltd)"	"Adizem-XL 200mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"200.000mg"	"2060200"	200000	1
1441841000033112	"261611000001107"	"Tildiem LA 200 capsules (Sanofi)"	"Tildiem LA 200 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"200.000mg"	"2060200"	1000000	1
2955341000033118	"640311000001101"	"Zemret 300 XL capsules (Tillomed Laboratories Ltd)"	"Zemret 300 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"300.000mg"	" "	300	1
10024941000033116	"28365711000001103"	"Bisoprolol 5mg / Aspirin 75mg capsules"	"Bisoprolol 5mg / Aspirin 75mg capsules"	"Capsule"	"Oral"	"Aspirin/ Bisoprolol fumarate"	"75.000mg + 5.000mg"	" "	6	1
375241000033119	"3686511000001108"	"Corgard 40mg tablets (Sanofi-Synthelabo Ltd)"	"Corgard 40mg tablets"	"Tablet"	"Oral"	"Nadolol"	"40.000mg"	" "	10000	1
1513341000033116	"318205007"	"Verapamil 80mg tablets"	"Verapamil 80mg tablets"	"Tablet"	"Oral"	"Verapamil hydrochloride"	"80.000mg"	"2060200"	600000	1
19641000033110	"2885611000001102"	"Adizem-SR 120mg tablets (Napp Pharmaceuticals Ltd)"	"Adizem-SR 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	"2060200"	70000	1
1443841000033113	"762011000001102"	"Tildiem 60mg modified-release tablets (Sanofi)"	"Tildiem 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem hydrochloride"	"60.000mg"	"2060200"	600000	1
1414941000033114	"3142511000001102"	"Tenif 50mg/20mg modified-release capsules (AstraZeneca UK Ltd)"	"Tenif 50mg/20mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Atenolol/ Nifedipine"	"50.000mg + 20.000mg"	"2040000"	300000	1
1125341000033118	"35932311000001101"	"Propranolol 10mg/5ml oral solution sugar free"	"Propranolol 10mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Propranolol hydrochloride"	"2.000mg/1.000ml"	"2040000"	30000	1
90641000033116	"318434003"	"Atenolol 25mg tablets"	"Atenolol 25mg tablets"	"Tablet"	"Oral"	"Atenolol"	"25.000mg"	"2100100"	20000000	1
3163041000033116	"36149211000001102"	"Verapamil 180mg modified-release / Trandolapril 2mg capsules"	"Verapamil 180mg modified-release / Trandolapril 2mg capsules"	"Modified-release capsule"	"Oral"	"Trandolapril/ Verapamil hydrochloride"	"2.000mg + 180.000mg"	" "	9000	1
5972941000033113	"8669111000001108"	"Metoprolol 50mg/5ml oral suspension"	"Metoprolol 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Metoprolol tartrate"	"10.000mg/1.000ml"	" "	900	1
850841000033110	"756911000001107"	"Lopresor 100mg tablets (Recordati Pharmaceuticals Ltd)"	"Lopresor 100mg tablets"	"Tablet"	"Oral"	"Metoprolol tartrate"	"100.000mg"	"2040000"	30000	1
5575541000033119	"8668711000001100"	"Metoprolol 25mg/5ml oral solution"	"Metoprolol 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Metoprolol tartrate"	"5.000mg/1.000ml"	" "	200	1
1951941000033116	"318607008"	"Bisoprolol 7.5mg tablets"	"Bisoprolol 7.5mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"7.500mg"	"2040000"	2000000	1
2866141000033114	"9739311000001105"	"Vivacor 10mg tablets (Lexon (UK) Ltd)"	"Vivacor 10mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"10.000mg"	"2040000"	10	1
65341000033116	"857011000001109"	"Angitil SR 90 capsules (Ethypharm UK Ltd)"	"Angitil SR 90 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"90.000mg"	"2060200"	300000	1
1511341000033115	"39021011000001106"	"Verapamil 240mg modified-release capsules"	"Verapamil 240mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil hydrochloride"	"240.000mg"	"2060200"	400000	1
12682341000033116	"36106311000001108"	"Bedranol 10mg tablets (Ennogen Pharma Ltd)"	"Bedranol 10mg tablets"	"Tablet"	"Oral"	"Propranolol hydrochloride"	"10.000mg"	" "	90	1
5991041000033111	"12287511000001104"	"Bisoprolol 2.5mg/5ml oral solution"	"Bisoprolol 2.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Bisoprolol fumarate"	"500.000microgram/1.000ml"	" "	4000	1
5991941000033112	"8457011000001107"	"Diltiazem 60mg/5ml oral solution"	"Diltiazem 60mg/5ml oral solution"	"Oral solution"	"Oral"	"Diltiazem hydrochloride"	"12.000mg/1.000ml"	" "	500	1
453241000033112	"733511000001107"	"Dilzem XL 240 capsules (Teva UK Ltd)"	"Dilzem XL 240 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"240.000mg"	"2060200"	100000	1
5814141000033119	"16130911000001101"	"Nadolol 20mg/5ml oral solution"	"Nadolol 20mg/5ml oral solution"	"Oral solution"	"Oral"	"Nadolol"	"4.000mg/1.000ml"	" "	200	1
1346541000033112	"119211000001108"	"Slozem 180mg capsules (Zentiva Pharma UK Ltd)"	"Slozem 180mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"180.000mg"	"2060200"	400000	1
2952441000033119	"655411000001104"	"Zildil SR 120mg capsules (Healthcare Pharma Ltd)"	"Zildil SR 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	" "	2	1
818741000033114	"318447008"	"Labetalol 400mg tablets"	"Labetalol 400mg tablets"	"Tablet"	"Oral"	"Labetalol hydrochloride"	"400.000mg"	"2040000"	90000	1
2839841000033118	"2899211000001100"	"Rapranol SR 160mg capsules (Ranbaxy (UK) Ltd)"	"Rapranol SR 160mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol hydrochloride"	"160.000mg"	" "	2000	1
71141000033114	"672311000001103"	"Angiozem 60mg modified-release tablets (Ashbourne Pharmaceuticals Ltd)"	"Angiozem 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem hydrochloride"	"60.000mg"	" "	10000	1
13577541000033118	"38659211000001107"	"Nebivolol 1.25mg tablets"	"Nebivolol 1.25mg tablets"	"Tablet"	"Oral"	"Nebivolol hydrochloride"	"1.250mg"	" "	1000	1
2676041000033111	"34711000001104"	"Disogram SR 300mg capsules (Ranbaxy (UK) Ltd)"	"Disogram SR 300mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"300.000mg"	"2060200"	1000	1
1796141000033112	"726011000001109"	"Nebilet 5mg tablets (A. Menarini Farmaceutica Internazionale SRL)"	"Nebilet 5mg tablets"	"Tablet"	"Oral"	"Nebivolol hydrochloride"	"5.000mg"	"2040000"	50000	1
5972841000033117	"8668911000001103"	"Metoprolol 50mg/5ml oral solution"	"Metoprolol 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Metoprolol tartrate"	"10.000mg/1.000ml"	" "	400	1
10025041000033116	"28365611000001107"	"Bisoprolol 5mg / Aspirin 100mg capsules"	"Bisoprolol 5mg / Aspirin 100mg capsules"	"Capsule"	"Oral"	"Aspirin/ Bisoprolol fumarate"	"100.000mg + 5.000mg"	" "	5	1
92541000033118	"271911000001106"	"Atenix 50 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenix 50 tablets"	"Tablet"	"Oral"	"Atenolol"	"50.000mg"	"2040000"	60000	1
452841000033118	"5711000001106"	"Dilzem SR 120 capsules (Teva UK Ltd)"	"Dilzem SR 120 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	"2060200"	80000	1
10025241000033112	"28365311000001102"	"Bisoprolol 10mg / Aspirin 100mg capsules"	"Bisoprolol 10mg / Aspirin 100mg capsules"	"Capsule"	"Oral"	"Aspirin/ Bisoprolol fumarate"	"100.000mg + 10.000mg"	" "	1	1
514141000033116	"106611000001104"	"Emcor 10mg tablets (Merck Serono Ltd)"	"Emcor 10mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"10.000mg"	" "	40000	1
65441000033110	"298811000001103"	"Angitil SR 120 capsules (Ethypharm UK Ltd)"	"Angitil SR 120 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	"2060200"	200000	1
1512941000033111	"318206008"	"Verapamil 120mg tablets"	"Verapamil 120mg tablets"	"Tablet"	"Oral"	"Verapamil hydrochloride"	"120.000mg"	"2060200"	400000	1
1833541000033117	"525311000001101"	"Verapress MR 240mg tablets (Dexcel-Pharma Ltd)"	"Verapress MR 240mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil hydrochloride"	"240.000mg"	"2060200"	7000	1
452141000033112	"39023111000001108"	"Diltiazem 90mg modified-release capsules"	"Diltiazem 90mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"90.000mg"	"2060200"	600000	1
1952741000033113	"890111000001100"	"Cardicor 10mg tablets (Merck Serono Ltd)"	"Cardicor 10mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"10.000mg"	"2040000"	10000	1
818641000033117	"318446004"	"Labetalol 200mg tablets"	"Labetalol 200mg tablets"	"Tablet"	"Oral"	"Labetalol hydrochloride"	"200.000mg"	"2040000"	300000	1
452741000033111	"682311000001105"	"Dilzem SR 90 capsules (Teva UK Ltd)"	"Dilzem SR 90 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"90.000mg"	"2060200"	200000	1
2638041000033110	"501211000001103"	"Bipranix 5mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Bipranix 5mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"5.000mg"	"2040000"	100	1
1833341000033112	"866811000001107"	"Zemtard 300 XL capsules (Galen Ltd)"	"Zemtard 300 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"300.000mg"	"2060200"	40000	1
236141000033110	"864811000001100"	"Celectol 200mg tablets (Neon Healthcare Ltd)"	"Celectol 200mg tablets"	"Tablet"	"Oral"	"Celiprolol hydrochloride"	"200.000mg"	"2040000"	100000	1
144741000033116	"72811000001104"	"Betim 10mg tablets (Meda Pharmaceuticals Ltd)"	"Betim 10mg tablets"	"Tablet"	"Oral"	"Timolol maleate"	"10.000mg"	" "	6000	1
891641000033111	"36035411000001108"	"Metoprolol 200mg modified-release tablets"	"Metoprolol 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metoprolol tartrate"	"200.000mg"	"2040000"	80000	1
1513141000033119	"318248001"	"Verapamil 160mg tablets"	"Verapamil 160mg tablets"	"Tablet"	"Oral"	"Verapamil hydrochloride"	"160.000mg"	"2060200"	70000	1
2675041000033119	"116711000001106"	"Disogram SR 120mg capsules (Ranbaxy (UK) Ltd)"	"Disogram SR 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	"2060200"	2000	1
199241000033119	"104111000001100"	"Calcicard CR 120mg tablets (Teva UK Ltd)"	"Calcicard CR 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	" "	10000	1
4953741000033114	"8456911000001108"	"Diltiazem 60mg/5ml oral suspension"	"Diltiazem 60mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Diltiazem hydrochloride"	"12.000mg/1.000ml"	" "	800	1
199341000033112	"219611000001107"	"Calcicard CR 90mg tablets (Teva UK Ltd)"	"Calcicard CR 90mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem hydrochloride"	"90.000mg"	" "	20000	1
1489541000033117	"219711000001103"	"Univer 120mg modified-release capsules (Teva UK Ltd)"	"Univer 120mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil hydrochloride"	"120.000mg"	"2060200"	100000	1
1511141000033118	"36565011000001105"	"Verapamil 120mg modified-release capsules"	"Verapamil 120mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil hydrochloride"	"120.000mg"	"2060200"	500000	1
660641000033112	"846611000001102"	"Half Securon SR 120mg tablets (Mylan)"	"Half Securon SR 120mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil hydrochloride"	"120.000mg"	"2060200"	200000	1
1125541000033113	"35932711000001102"	"Propranolol 50mg/5ml oral solution sugar free"	"Propranolol 50mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Propranolol hydrochloride"	"10.000mg/1.000ml"	"2040000"	20000	1
939141000033118	"349611000001108"	"Monocor 5mg tablets (Wyeth Pharmaceuticals)"	"Monocor 5mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"5.000mg"	" "	100000	1
2955141000033116	"924711000001109"	"Zemret 180 XL capsules (Tillomed Laboratories Ltd)"	"Zemret 180 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"180.000mg"	" "	1000	1
897841000033118	"318475005"	"Metoprolol 50mg tablets"	"Metoprolol 50mg tablets"	"Tablet"	"Oral"	"Metoprolol tartrate"	"50.000mg"	"2040000"	3000000	1
1489641000033116	"391811000001102"	"Univer 180mg modified-release capsules (Teva UK Ltd)"	"Univer 180mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil hydrochloride"	"180.000mg"	"2060200"	40000	1
814041000033119	"318445000"	"Labetalol 100mg tablets"	"Labetalol 100mg tablets"	"Tablet"	"Oral"	"Labetalol hydrochloride"	"100.000mg"	"2040000"	400000	1
66041000033110	"144811000001101"	"Angiozem CR 120mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Angiozem CR 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	"2060200"	4000	1
1952541000033117	"19711000001106"	"Cardicor 5mg tablets (Merck Serono Ltd)"	"Cardicor 5mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"5.000mg"	"2040000"	30000	1
4590741000033116	"865711000001107"	"Retalzem 60 modified-release tablets (Kent Pharma (UK) Ltd)"	"Retalzem 60 modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem hydrochloride"	"60.000mg"	" "	700	1
2675641000033113	"108711000001107"	"Disogram SR 240mg capsules (Ranbaxy (UK) Ltd)"	"Disogram SR 240mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"240.000mg"	"2060200"	2000	1
3163141000033117	"318552000"	"Pindolol 10mg / Clopamide 5mg tablets"	"Pindolol 10mg / Clopamide 5mg tablets"	"Tablet"	"Oral"	"Clopamide/ Pindolol"	"5.000mg + 10.000mg"	"2040000"	6000	1
2711841000033114	"573711000001104"	"Bedranol SR 80mg capsules (Sandoz Ltd)"	"Bedranol SR 80mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol hydrochloride"	"80.000mg"	"2040000"	10000	1
2674841000033110	"469811000001106"	"Disogram SR 60mg capsules (Ranbaxy (UK) Ltd)"	"Disogram SR 60mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"60.000mg"	"2060200"	1000	1
1509041000033119	"35367911000001103"	"Verapamil 120mg modified-release tablets"	"Verapamil 120mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Verapamil hydrochloride"	"120.000mg"	"2060200"	500000	1
1130041000033112	"38751111000001107"	"Propranolol 80mg modified-release capsules"	"Propranolol 80mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Propranolol hydrochloride"	"80.000mg"	"2040000"	5000000	1
1442741000033113	"383911000001109"	"Tildiem Retard 120mg tablets (Sanofi)"	"Tildiem Retard 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	"2060200"	700000	1
233241000033114	"479211000001100"	"Celectol 400mg tablets (Neon Healthcare Ltd)"	"Celectol 400mg tablets"	"Tablet"	"Oral"	"Celiprolol hydrochloride"	"400.000mg"	"2040000"	20000	1
5378241000033112	"12300811000001107"	"Nadolol 40mg/5ml oral suspension"	"Nadolol 40mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Nadolol"	"8.000mg/1.000ml"	" "	600	1
452941000033114	"39023011000001107"	"Diltiazem 60mg modified-release capsules"	"Diltiazem 60mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"60.000mg"	"2060200"	500000	1
1091141000033117	"318513007"	"Pindolol 15mg tablets"	"Pindolol 15mg tablets"	"Tablet"	"Oral"	"Pindolol"	"15.000mg"	"2040000"	8000	1
144541000033112	"185111000001102"	"Betaloc-SA 200mg tablets (AstraZeneca UK Ltd)"	"Betaloc-SA 200mg tablets"	"Modified-release tablet"	"Oral"	"Metoprolol tartrate"	"200.000mg"	" "	40000	1
756541000033113	"154311000001108"	"Inderal LA 160mg capsules (AstraZeneca UK Ltd)"	"Inderal LA 160mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol hydrochloride"	"160.000mg"	" "	400000	1
1274741000033119	"140411000001109"	"Securon 120mg tablets (Abbott Laboratories Ltd)"	"Securon 120mg tablets"	"Tablet"	"Oral"	"Verapamil hydrochloride"	"120.000mg"	" "	20000	1
90441000033118	"35903211000001107"	"Atenolol 25mg/5ml oral solution sugar free"	"Atenolol 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Atenolol"	"5.000mg/1.000ml"	"2100100"	200000	1
2267641000033112	"823311000001101"	"Syprol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Syprol 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Propranolol hydrochloride"	"10.000mg/1.000ml"	"2040000"	600	1
1346441000033111	"130211000001109"	"Slozem 120mg capsules (Zentiva Pharma UK Ltd)"	"Slozem 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"120.000mg"	"2060200"	400000	1
1833241000033119	"345411000001107"	"Zemtard 240 XL capsules (Galen Ltd)"	"Zemtard 240 XL capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"240.000mg"	"2060200"	60000	1
1602541000033111	"353011000001101"	"Dilcardia SR 90mg capsules (Mylan)"	"Dilcardia SR 90mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"90.000mg"	"2060200"	3000	1
2779141000033112	"540011000001107"	"Bi-Carzem SR 60mg capsules (Tillomed Laboratories Ltd)"	"Bi-Carzem SR 60mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"60.000mg"	" "	2000	1
2952341000033113	"200811000001104"	"Zildil 90mg modified-release capsules (Healthcare Pharma Ltd)"	"Zildil 90mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"90.000mg"	" "	1	1
65941000033117	"440711000001104"	"Angiozem CR 90mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Angiozem CR 90mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem hydrochloride"	"90.000mg"	"2060200"	6000	1
17941000033114	"2886311000001102"	"Adizem-XL 240mg capsules (Napp Pharmaceuticals Ltd)"	"Adizem-XL 240mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem hydrochloride"	"240.000mg"	"2060200"	700000	1
2866041000033110	"9105811000001100"	"Vivacor 5mg tablets (Lexon (UK) Ltd)"	"Vivacor 5mg tablets"	"Tablet"	"Oral"	"Bisoprolol fumarate"	"5.000mg"	"2040000"	10	1
1425441000033113	"439411000001104"	"Tenchlor 50mg/12.5mg tablets (Teva UK Ltd)"	"Tenchlor 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"50.000mg + 12.500mg"	" "	1000	1
3161341000033118	"318546001"	"Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets"	"Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/ Metoprolol tartrate"	"12.500mg + 100.000mg"	" "	4000	1
1426241000033117	"825011000001103"	"Tenoret 50mg/12.5mg tablets (AstraZeneca UK Ltd)"	"Tenoret 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"50.000mg + 12.500mg"	"2040000"	600000	1
756741000033117	"350811000001100"	"Inderex 160mg/5mg modified-release capsules (AstraZeneca UK Ltd)"	"Inderex 160mg/5mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Bendroflumethiazide/ Propranolol hydrochloride"	"5.000mg + 160.000mg"	" "	40000	1
90741000033113	"101411000001108"	"Atenix Co 100 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenix Co 100 tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"100.000mg + 25.000mg"	"2040000"	10000	1
1426341000033110	"288711000001105"	"Tenoretic 100mg/25mg tablets (AstraZeneca UK Ltd)"	"Tenoretic 100mg/25mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"100.000mg + 25.000mg"	"2040000"	1000000	1
1132741000033111	"98411000001109"	"Prestim tablets (Meda Pharmaceuticals Ltd)"	"Prestim tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/ Timolol maleate"	"2.500mg + 10.000mg"	"2040000"	60000	1
376541000033111	"377211005"	"Co-tenidone 100mg/25mg tablets"	"Co-tenidone 100mg/25mg tablets"	"Tablet"	"Oral"	"Atenolol/ Chlortalidone"	"100.000mg + 25.000mg"	"2040000"	2000000	1
375441000033118	"3886211000001102"	"Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)"	"Corgaretic 40mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/ Nadolol"	"5.000mg + 40.000mg"	" "	7000	1
3346641000033118	"318556002"	"Timolol 10mg / Bendroflumethiazide 2.5mg tablets"	"Timolol 10mg / Bendroflumethiazide 2.5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/ Timolol maleate"	"2.500mg + 10.000mg"	"2040000"	6000	1
935341000033118	"74311000001101"	"Moducren tablets (Organon Pharma (UK) Ltd)"	"Moducren tablets"	"Tablet"	"Oral"	"Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate"	"2.500mg + 25.000mg + 10.000mg"	" "	90000	1
1414241000033117	"721411000001106"	"Tenben 25mg/1.25mg capsules (Galen Ltd)"	"Tenben 25mg/1.25mg capsules"	"Capsule"	"Oral"	"Atenolol/ Bendroflumethiazide"	"25.000mg + 1.250mg"	" "	20000	1
