prodcodeid	dmdid	termfromemis	productname	formulation	routeofadministration	drugsubstancename	substancestrength	bnfchapter	drugissues
259441000033112	"162511000001103"	"Ciproxin 100mg tablets (Bayer Plc)"	"Ciproxin 100mg tablets"	"Tablet"	"Oral"	"Ciprofloxacin hydrochloride"	"100.000mg"	"5011200"	3000
230141000033113	"323872003"	"Cefuroxime 125mg/5ml oral suspension"	"Cefuroxime 125mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Cefuroxime axetil"	"25.000mg/1.000ml"	"5010201"	20000
3838741000033113	"9742511000001109"	"Clarithromycin 250mg granules straws"	"Clarithromycin 250mg granules straws"	"Granules"	"Oral"	"Clarithromycin"	"250.000mg"	"5010500"	500
6427241000033116	"19448711000001105"	"Levofloxacin 500mg/100ml infusion bags"	"Levofloxacin 500mg/100ml infusion bags"	"Infusion"	"Intravenous"	"Levofloxacin hemihydrate"	"5.000mg/1.000ml"	" "	2
4039841000033113	"10892911000001108"	"Ciprofloxacin 400mg/200ml solution for infusion vials"	"Ciprofloxacin 400mg/200ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"Ciprofloxacin lactate"	"2.000mg/1.000ml"	" "	3
590441000033118	"323474008"	"Flucloxacillin 250mg/5ml oral suspension"	"Flucloxacillin 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Flucloxacillin magnesium"	"50.000mg/1.000ml"	"5010102"	400000
3079341000033115	"323739006"	"Amoxicillin 1g powder for solution for injection vials"	"Amoxicillin 1g powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular"	"Amoxicillin sodium"	"1.000gram"	"5010103"	900
10220241000033110	"28922411000001103"	"Evoxil 500mg tablets (Kent Pharma (UK) Ltd)"	"Evoxil 500mg tablets"	"Tablet"	"Oral"	"Levofloxacin hemihydrate"	"500.000mg"	" "	1
3541000033113	"4548811000001106"	"Achromycin 250mg capsules (Wyeth Pharmaceuticals)"	"Achromycin 250mg capsules"	"Capsule"	"Oral"	"Tetracycline hydrochloride"	"250.000mg"	" "	2000
3079941000033116	"35902111000001107"	"Amoxicillin 3g oral powder sachets sugar free"	"Amoxicillin 3g oral powder sachets sugar free"	"Powder"	"Oral"	"Amoxicillin trihydrate"	"3.000gram"	"5010103"	100000
1002541000033118	"324612003"	"Ofloxacin 200mg tablets"	"Ofloxacin 200mg tablets"	"Tablet"	"Oral"	"Ofloxacin"	"200.000mg"	"5011200"	100000
1830641000033113	"211000001101"	"Klaricid Paediatric 250mg/5ml oral suspension (Mylan)"	"Klaricid Paediatric 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Clarithromycin"	"50.000mg/1.000ml"	"5010500"	3000
2104241000033119	"2849311000001101"	"Doxylar 50mg capsules (Sandoz Ltd)"	"Doxylar 50mg capsules"	"Capsule"	"Oral"	"Doxycycline hyclate"	"50.000mg"	"5040100/ 13060200"	60
255641000033112	"36140911000001100"	"Ciprofloxacin 100mg/50ml solution for infusion bottles"	"Ciprofloxacin 100mg/50ml solution for infusion bottles"	"Solution for infusion"	"Intravenous"	"Ciprofloxacin lactate"	"2.000mg/1.000ml"	"5011200"	20
285341000033110	"324244008"	"Clarithromycin 500mg tablets"	"Clarithromycin 500mg tablets"	"Tablet"	"Oral"	"Clarithromycin"	"500.000mg"	"5010500"	5000000
2290741000033117	"139811000001101"	"Ranclav 375mg tablets (Ranbaxy (UK) Ltd)"	"Ranclav 375mg tablets"	"Tablet"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"250.000mg + 125.000mg"	" "	60
3079841000033112	"35368511000001109"	"Amoxicillin 125mg/1.25ml oral suspension paediatric"	"Amoxicillin 125mg/1.25ml oral suspension paediatric"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate"	"100.000mg/1.000ml"	"5010103"	200000
1409341000033111	"362511000001106"	"Tarivid 200mg tablets (Sanofi)"	"Tarivid 200mg tablets"	"Tablet"	"Oral"	"Ofloxacin"	"200.000mg"	"5011200"	30000
8618641000033117	"23108311000001101"	"Levofloxacin 500mg/100ml solution for infusion bottles"	"Levofloxacin 500mg/100ml solution for infusion bottles"	"Solution for infusion"	"Intravenous"	"Levofloxacin hemihydrate"	"5.000mg/1.000ml"	" "	2
329941000033113	"323626004"	"Co-fluampicil 250mg/250mg powder for solution for injection vials"	"Co-fluampicil 250mg/250mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular"	"Ampicillin sodium/ Flucloxacillin sodium"	"250.000mg + 250.000mg"	"5010103"	300
12667141000033116	"35873211000001106"	"Ciprofloxacin 3mg/ml / Fluocinolone acetonide 0.25mg/ml ear drops 0.25ml unit dose preservative free"	"Ciprofloxacin 3mg/ml / Fluocinolone acetonide 0.25mg/ml ear drops 0.25ml unit dose preservative free"	"Ear drops"	"Auricular"	"Ciprofloxacin hydrochloride/ Fluocinolone acetonide"	"3.000mg/1.000ml + 0.250mg/1.000ml"	" "	500
1698641000033112	"4602911000001104"	"Tavanic 500mg/100ml solution for infusion vials (Sanofi)"	"Tavanic 500mg/100ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"Levofloxacin hemihydrate"	"5.000mg/1.000ml"	"5011200"	1
577941000033118	"471111000001107"	"Floxapen 250mg capsules (Actavis UK Ltd)"	"Floxapen 250mg capsules"	"Capsule"	"Oral"	"Flucloxacillin sodium"	"250.000mg"	"5010102"	40000
534241000033118	"36064711000001106"	"Erythromycin 250mg gastro-resistant capsules"	"Erythromycin 250mg gastro-resistant capsules"	"Gastro-resistant capsule"	"Oral"	"Erythromycin"	"250.000mg"	"5010500"	900000
45541000033116	"19211000001104"	"Amoram 500mg capsules (LPC Medical (UK) Ltd)"	"Amoram 500mg capsules"	"Capsule"	"Oral"	"Amoxicillin trihydrate"	"500.000mg"	"5010103"	5000
94941000033115	"94411000001100"	"Augmentin 375mg tablets (GlaxoSmithKline UK Ltd)"	"Augmentin 375mg tablets"	"Tablet"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"250.000mg + 125.000mg"	"5010103"	900000
287441000033111	"324238009"	"Clarithromycin 250mg tablets"	"Clarithromycin 250mg tablets"	"Tablet"	"Oral"	"Clarithromycin"	"250.000mg"	"5010500"	2000000
1626341000033113	"324634001"	"Levofloxacin 500mg tablets"	"Levofloxacin 500mg tablets"	"Tablet"	"Oral"	"Levofloxacin hemihydrate"	"500.000mg"	"5011200"	90000
53941000033113	"3243311000001101"	"Amoxil 3g oral powder sachets sucrose free (GlaxoSmithKline UK Ltd)"	"Amoxil 3g oral powder sachets sucrose free"	"Powder"	"Oral"	"Amoxicillin trihydrate"	"3.000gram"	"5010103"	30000
7871241000033116	"8485311000001109"	"Doxycycline 50mg/5ml oral suspension"	"Doxycycline 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Doxycycline hyclate"	"10.000mg/1.000ml"	" "	500
1924941000033118	"324178009"	"Erythromycin 250mg gastro-resistant tablets"	"Erythromycin 250mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Erythromycin"	"250.000mg"	"5010500"	5000000
867741000033114	"3098711000001105"	"Magnapen syrup (Wockhardt UK Ltd)"	"Magnapen syrup"	"Oral suspension"	"Oral"	"Ampicillin trihydrate/ Flucloxacillin magnesium"	"25.000mg/1.000ml + 25.000mg/1.000ml"	" "	10000
3080041000033117	"35901911000001104"	"Amoxicillin 125mg/5ml oral suspension sugar free"	"Amoxicillin 125mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate"	"25.000mg/1.000ml"	"5010103"	7000000
1076241000033110	"323420002"	"Phenoxymethylpenicillin 250mg/5ml oral solution"	"Phenoxymethylpenicillin 250mg/5ml oral solution"	"Oral solution"	"Oral"	"Phenoxymethylpenicillin potassium"	"50.000mg/1.000ml"	"5010101"	2000000
48441000033113	"71111000001101"	"Amoxil 1g powder for solution for injection vials (GlaxoSmithKline UK Ltd)"	"Amoxil 1g powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular"	"Amoxicillin sodium"	"1.000gram"	"5010103"	200
1063341000033118	"12778611000001102"	"Penbritin Forte 250mg/5ml syrup (Chemidex Pharma Ltd)"	"Penbritin Forte 250mg/5ml syrup"	"Oral suspension"	"Oral"	"Ampicillin"	"50.000mg/1.000ml"	" "	900
282141000033118	"324248006"	"Clarithromycin 250mg granules sachets"	"Clarithromycin 250mg granules sachets"	"Granules"	"Oral"	"Clarithromycin"	"250.000mg"	"5010500"	10000
3089441000033118	"39710311000001106"	"Doxycycline 100mg dispersible tablets sugar free"	"Doxycycline 100mg dispersible tablets sugar free"	"Dispersible tablet"	"Oral"	"Doxycycline monohydrate"	"100.000mg"	"5040100"	100000
12667241000033110	"35860111000001104"	"Cetraxal Plus 3mg/ml + 0.25mg/ml ear drops 0.25ml unit dose (Aspire Pharma Ltd)"	"Cetraxal Plus 3mg/ml + 0.25mg/ml ear drops 0.25ml unit dose"	"Ear drops"	"Auricular"	"Ciprofloxacin hydrochloride/ Fluocinolone acetonide"	"3.000mg/1.000ml + 0.250mg/1.000ml"	" "	600
1553141000033111	"85911000001108"	"Zithromax 250mg capsules (Pfizer Ltd)"	"Zithromax 250mg capsules"	"Capsule"	"Oral"	"Azithromycin dihydrate"	"250.000mg"	"5010500"	30000
9290241000033118	"38752711000001101"	"Ofloxacin 200mg/100ml solution for infusion bottles"	"Ofloxacin 200mg/100ml solution for infusion bottles"	"Solution for infusion"	"Intravenous"	"Ofloxacin hydrochloride"	"2.000mg/1.000ml"	"5011200"	3
5006741000033114	"323673005"	"Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials"	"Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials"	"Powder for solution for injection/ Powder for solution for infusion"	"Intravenous"	"Piperacillin sodium/ Tazobactam sodium"	"2.000gram + 250.000mg"	"5010104"	30
584341000033115	"865811000001104"	"Floxapen 250mg powder for solution for injection vials (GlaxoSmithKline UK Ltd)"	"Floxapen 250mg powder for solution for injection vials"	"Powder for solution for injection"	"Intraarticular/ Intravenous/ Intramuscular/ Intrapleural/ Inhalation"	"Flucloxacillin sodium"	"250.000mg"	"5010102"	60
5747941000033119	"4865011000001104"	"Cefalexin 125mg/5ml oral suspension sugar free"	"Cefalexin 125mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Cefalexin"	"25.000mg/1.000ml"	"5010200"	30000
539641000033119	"30611000001101"	"Erythrocin 500 tablets (Advanz Pharma)"	"Erythrocin 500 tablets"	"Tablet"	"Oral"	"Erythromycin stearate"	"500.000mg"	"13060200"	70000
3084441000033119	"323887008"	"Cefalexin 125mg/5ml oral suspension"	"Cefalexin 125mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Cefalexin"	"25.000mg/1.000ml"	"5010201"	700000
55941000033112	"234411000001104"	"Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"	"Amoxil 125mg/5ml syrup sucrose free"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate"	"25.000mg/1.000ml"	" "	500000
1698741000033115	"3077511000001109"	"Tavanic 250mg tablets (Sanofi)"	"Tavanic 250mg tablets"	"Tablet"	"Oral"	"Levofloxacin hemihydrate"	"250.000mg"	"5011200"	2000
330441000033114	"323567000"	"Co-amoxiclav 500mg/100mg powder for solution for injection vials"	"Co-amoxiclav 500mg/100mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous"	"Amoxicillin sodium/ Potassium clavulanate"	"500.000mg + 100.000mg"	"5010103"	400
1025441000033118	"3347011000001101"	"Oxytetramix 250 tablets (Ashbourne Pharmaceuticals Ltd)"	"Oxytetramix 250 tablets"	"Tablet"	"Oral"	"Oxytetracycline dihydrate"	"250.000mg"	"13060200"	20000
1183741000033110	"235411000001103"	"Rommix 250 EC tablets (Ashbourne Pharmaceuticals Ltd)"	"Rommix 250 EC tablets"	"Gastro-resistant tablet"	"Oral"	"Erythromycin"	"250.000mg"	"5010500"	10000
3838941000033111	"9739911000001106"	"Clarosip 187.5mg granules for oral suspension straws (Grunenthal Ltd)"	"Clarosip 187.5mg granules for oral suspension straws"	"Granules"	"Oral"	"Clarithromycin"	"187.500mg"	"5010500"	2
5697041000033116	"7322211000001104"	"Co-amoxiclav 125mg/31mg/5ml oral suspension"	"Co-amoxiclav 125mg/31mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"25.000mg/1.000ml + 6.250mg/1.000ml"	"5010103"	30000
1556241000033110	"3253511000001109"	"Zinnat Suspension 125mg granules sachets (GlaxoSmithKline UK Ltd)"	"Zinnat Suspension 125mg granules sachets"	"Granules"	"Oral"	"Cefuroxime axetil"	"125.000mg"	" "	100
367041000033114	"37083611000001104"	"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free"	"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"50.000mg/1.000ml + 12.500mg/1.000ml"	"5010103"	500000
1582841000033117	"3492511000001109"	"Ciproxin 250mg/5ml oral suspension (Bayer Plc)"	"Ciproxin 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Ciprofloxacin"	"50.000mg/1.000ml"	"5011200"	5000
860041000033112	"473311000001105"	"Magnapen 500mg powder for solution for injection vials (Wockhardt UK Ltd)"	"Magnapen 500mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular"	"Ampicillin sodium/ Flucloxacillin sodium"	"250.000mg + 250.000mg"	"5010103"	300
56941000033118	"284811000001105"	"Amoram 250mg/5ml oral suspension (LPC Medical (UK) Ltd)"	"Amoram 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate"	"50.000mg/1.000ml"	"5010103"	3000
1515041000033119	"2849511000001107"	"Vibramycin 50 capsules (Pfizer Ltd)"	"Vibramycin 50 capsules"	"Capsule"	"Oral"	"Doxycycline hyclate"	"50.000mg"	" "	70000
5150241000033119	"15656211000001107"	"Efracea 40mg modified-release capsules (Galderma (UK) Ltd)"	"Efracea 40mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Doxycycline monohydrate"	"40.000mg"	"5010300"	5000
294741000033111	"39732711000001100"	"Co-fluampicil 250mg/250mg capsules"	"Co-fluampicil 250mg/250mg capsules"	"Capsule"	"Oral"	"Ampicillin trihydrate/ Flucloxacillin sodium"	"250.000mg + 250.000mg"	"5010103"	500000
5150141000033114	"36564611000001104"	"Doxycycline 40mg modified-release capsules"	"Doxycycline 40mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Doxycycline monohydrate"	"40.000mg"	"5010300"	30000
804941000033116	"40811000001101"	"Klaricid XL 500mg tablets (Mylan)"	"Klaricid XL 500mg tablets"	"Modified-release tablet"	"Oral"	"Clarithromycin"	"500.000mg"	"5010500"	50000
803341000033118	"91011000001106"	"Keflex 250mg tablets (Flynn Pharma Ltd)"	"Keflex 250mg tablets"	"Tablet"	"Oral"	"Cefalexin"	"250.000mg"	"5010201"	4000
5052541000033110	"10892711000001106"	"Ciprofloxacin 100mg/50ml solution for infusion vials"	"Ciprofloxacin 100mg/50ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"Ciprofloxacin lactate"	"2.000mg/1.000ml"	" "	7
55741000033114	"252511000001109"	"Amix 250 oral suspension (Ashbourne Pharmaceuticals Ltd)"	"Amix 250 oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate"	"50.000mg/1.000ml"	"5010103"	10000
1603241000033119	"324070004"	"Doxycycline 50mg capsules"	"Doxycycline 50mg capsules"	"Capsule"	"Oral"	"Doxycycline hyclate"	"50.000mg"	"5010300"	500000
537941000033115	"39107211000001106"	"Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free"	"Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Erythromycin ethyl succinate"	"100.000mg/1.000ml"	"5010500"	70000
6392041000033110	"19395211000001107"	"Ciprofloxacin 0.3% ear drops"	"Ciprofloxacin 0.3% ear drops"	"Ear drops"	"Auricular"	"Ciprofloxacin hydrochloride"	"3.000mg/1.000ml"	" "	7000
330541000033110	"323568005"	"Co-amoxiclav 1000mg/200mg powder for solution for injection vials"	"Co-amoxiclav 1000mg/200mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous"	"Amoxicillin sodium/ Potassium clavulanate"	"1000.000mg + 200.000mg"	"5010103"	400
50641000033110	"323584006"	"Ampicillin 500mg powder for solution for injection vials"	"Ampicillin 500mg powder for solution for injection vials"	"Powder for solution for injection"	"Intramuscular/ Intravenous/ Intrapleural/ Intraperitoneal/ Intraarticular"	"Ampicillin sodium"	"500.000mg"	"5010103"	200
235241000033110	"471811000001100"	"Ceporex 500mg tablets (Strides Pharma UK Ltd)"	"Ceporex 500mg tablets"	"Tablet"	"Oral"	"Cefalexin"	"500.000mg"	"5010201"	30000
275741000033118	"3939811000001107"	"Claforan 1g powder for solution for injection vials (Sanofi)"	"Claforan 1g powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular"	"Cefotaxime sodium"	"1.000gram"	" "	90
587841000033115	"323492000"	"Flucloxacillin 500mg powder for solution for injection vials"	"Flucloxacillin 500mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular/ Intrapleural/ Inhalation/ Intraarticular"	"Flucloxacillin sodium"	"500.000mg"	"5010102"	1000
1405141000033110	"4437611000001103"	"Tazocin 2g/0.25g powder for solution for infusion vials (Pfizer Ltd)"	"Tazocin 2g/0.25g powder for solution for infusion vials"	"Powder for solution for injection/ Powder for solution for infusion"	"Intravenous"	"Piperacillin sodium/ Tazobactam sodium"	"2.000gram + 250.000mg"	"5010104"	50
6030241000033111	"18149211000001106"	"Clarie XL 500mg tablets (Teva UK Ltd)"	"Clarie XL 500mg tablets"	"Modified-release tablet"	"Oral"	"Clarithromycin"	"500.000mg"	" "	200
1558241000033114	"228011000001102"	"Zinnat 125mg tablets (GlaxoSmithKline UK Ltd)"	"Zinnat 125mg tablets"	"Tablet"	"Oral"	"Cefuroxime axetil"	"125.000mg"	"5010201"	3000
10643941000033112	"30780311000001108"	"Ciprofloxacin 0.3% / Dexamethasone 0.1% ear drops"	"Ciprofloxacin 0.3% / Dexamethasone 0.1% ear drops"	"Ear drops"	"Auricular"	"Ciprofloxacin hydrochloride/ Dexamethasone"	"3.000mg/1.000ml + 1.000mg/1.000ml"	"12010100"	60000
415841000033119	"2852111000001109"	"Demix 100 capsules (Ashbourne Pharmaceuticals Ltd)"	"Demix 100 capsules"	"Capsule"	"Oral"	"Doxycycline hyclate"	"100.000mg"	" "	10000
94741000033118	"866111000001100"	"Augmentin 250/62 SF oral suspension (GlaxoSmithKline UK Ltd)"	"Augmentin 250/62 SF oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"50.000mg/1.000ml + 12.500mg/1.000ml"	"5010103"	80000
3089341000033112	"324059006"	"Doxycycline 100mg capsules"	"Doxycycline 100mg capsules"	"Capsule"	"Oral"	"Doxycycline hyclate"	"100.000mg"	"5010300"	10000000
5006841000033116	"323671007"	"Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials"	"Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials"	" Powder for solution for infusion"	"Intravenous"	"Piperacillin sodium/ Tazobactam sodium"	"4.000gram + 500.000mg"	"5010104"	300
1671841000033111	"14811000001102"	"Respillin 500mg capsules (Kent Pharma (UK) Ltd)"	"Respillin 500mg capsules"	"Capsule"	"Oral"	"Amoxicillin trihydrate"	"500.000mg"	" "	100
274641000033111	"324242007"	"Clarithromycin 500mg powder for solution for infusion vials"	"Clarithromycin 500mg powder for solution for infusion vials"	" Powder for solution for infusion"	"Intravenous"	"Clarithromycin"	"500.000mg"	"5010500"	500
578041000033115	"888011000001100"	"Floxapen 500mg capsules (Actavis UK Ltd)"	"Floxapen 500mg capsules"	"Capsule"	"Oral"	"Flucloxacillin sodium"	"500.000mg"	"5010102"	20000
52041000033115	"323572009"	"Ampicillin 125mg/5ml oral suspension"	"Ampicillin 125mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Ampicillin"	"25.000mg/1.000ml"	"5010103"	40000
254341000033117	"36141511000001100"	"Ciprofloxacin 400mg/200ml infusion bags"	"Ciprofloxacin 400mg/200ml infusion bags"	"Infusion"	"Intravenous"	"Ciprofloxacin lactate"	"2.000mg/1.000ml"	"5011200"	9
11524841000033116	"32522511000001104"	"Levofloxacin 100mg/ml nebuliser liquid ampoules"	"Levofloxacin 100mg/ml nebuliser liquid ampoules"	" Nebuliser liquid"	"Inhalation"	"Levofloxacin hemihydrate"	"100.000mg/1.000ml"	"5011200"	7
4039741000033115	"10892811000001103"	"Ciprofloxacin 200mg/100ml solution for infusion vials"	"Ciprofloxacin 200mg/100ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"Ciprofloxacin lactate"	"2.000mg/1.000ml"	" "	6
386341000033112	"3880811000001103"	"Crystapen 600mg powder for solution for injection vials (Thornton & Ross Ltd)"	"Crystapen 600mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular"	"Benzylpenicillin sodium"	"600.000mg"	"5010101"	5000
92641000033117	"871511000001109"	"Augmentin Intravenous 1.2g powder for solution for injection vials (GlaxoSmithKline UK Ltd)"	"Augmentin Intravenous 1.2g powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous"	"Amoxicillin sodium/ Potassium clavulanate"	"1000.000mg + 200.000mg"	"5010103"	400
3839041000033119	"9740211000001105"	"Clarosip 250mg granules for oral suspension straws (Grunenthal Ltd)"	"Clarosip 250mg granules for oral suspension straws"	"Granules"	"Oral"	"Clarithromycin"	"250.000mg"	"5010500"	2
537241000033112	"178911000001100"	"Erythroped Forte SF 500mg/5ml oral suspension (Advanz Pharma)"	"Erythroped Forte SF 500mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Erythromycin ethyl succinate"	"100.000mg/1.000ml"	"5010500"	40000
537741000033118	"324233000"	"Erythromycin ethyl succinate 250mg/5ml oral suspension"	"Erythromycin ethyl succinate 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Erythromycin ethyl succinate"	"50.000mg/1.000ml"	"5010500"	400000
3079241000033113	"39732411000001106"	"Amoxicillin 500mg capsules"	"Amoxicillin 500mg capsules"	"Capsule"	"Oral"	"Amoxicillin trihydrate"	"500.000mg"	"5010103"	30000000
52141000033116	"323573004"	"Ampicillin 250mg/5ml oral suspension"	"Ampicillin 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Ampicillin"	"50.000mg/1.000ml"	"5010103"	10000
52841000033110	"389311000001106"	"Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd)"	"Amoxil 125mg/1.25ml paediatric oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate"	"100.000mg/1.000ml"	"5010103"	80000
578241000033111	"39692211000001107"	"Flucloxacillin 500mg capsules"	"Flucloxacillin 500mg capsules"	"Capsule"	"Oral"	"Flucloxacillin sodium"	"500.000mg"	"5010102"	10000000
1626241000033115	"39697411000001109"	"Levofloxacin 250mg tablets"	"Levofloxacin 250mg tablets"	"Tablet"	"Oral"	"Levofloxacin hemihydrate"	"250.000mg"	"5011200"	30000
1557041000033117	"238811000001105"	"Zinnat 125mg/5ml oral suspension (GlaxoSmithKline UK Ltd)"	"Zinnat 125mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Cefuroxime axetil"	"25.000mg/1.000ml"	"5010201"	3000
4086141000033119	"323485005"	"Flucloxacillin 250mg/5ml oral solution"	"Flucloxacillin 250mg/5ml oral solution"	"Oral solution"	"Oral"	"Flucloxacillin sodium"	"50.000mg/1.000ml"	"5010102"	300000
1698841000033113	"3078311000001102"	"Tavanic 500mg tablets (Sanofi)"	"Tavanic 500mg tablets"	"Tablet"	"Oral"	"Levofloxacin hemihydrate"	"500.000mg"	"5011200"	4000
536141000033119	"294211000001105"	"Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)"	"Erythroped PI SF 125mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Erythromycin ethyl succinate"	"25.000mg/1.000ml"	"5010500"	100000
8884841000033119	"370763001"	"Azithromycin 500mg powder for solution for infusion vials"	"Azithromycin 500mg powder for solution for infusion vials"	" Powder for solution for infusion"	"Intravenous"	"Azithromycin dihydrate"	"500.000mg"	"5010500"	20
3084341000033113	"39735911000001106"	"Cefalexin 500mg tablets"	"Cefalexin 500mg tablets"	"Tablet"	"Oral"	"Cefalexin"	"500.000mg"	"5010201"	600000
44041000033113	"388611000001105"	"Amoxil 250mg capsules (GlaxoSmithKline UK Ltd)"	"Amoxil 250mg capsules"	"Capsule"	"Oral"	"Amoxicillin trihydrate"	"250.000mg"	"5010103"	400000
48641000033110	"120411000001106"	"Amoxil 500mg powder for solution for injection vials (GlaxoSmithKline UK Ltd)"	"Amoxil 500mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous/ Intramuscular"	"Amoxicillin sodium"	"500.000mg"	"5010103"	300
235441000033111	"39684511000001101"	"Cefuroxime 125mg tablets"	"Cefuroxime 125mg tablets"	"Tablet"	"Oral"	"Cefuroxime axetil"	"125.000mg"	"5010201"	7000
9995441000033110	"28045911000001108"	"Doxycycline 36.4mg/260mg periodontal gel cartridge"	"Doxycycline 36.4mg/260mg periodontal gel cartridge"	"Oromucosal gel"	"Oromucosal"	"Doxycycline hyclate"	"140.000mg/1.000gram"	" "	4
592341000033113	"811111000001105"	"Floxapen 125mg/5ml syrup (Actavis UK Ltd)"	"Floxapen 125mg/5ml syrup"	"Oral suspension"	"Oral"	"Flucloxacillin magnesium"	"25.000mg/1.000ml"	"5010102"	20000
537441000033113	"36564711000001108"	"Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free"	"Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Erythromycin ethyl succinate"	"25.000mg/1.000ml"	"5010500"	800000
804841000033112	"27011000001106"	"Klaricid IV 500mg powder for solution for infusion vials (Mylan)"	"Klaricid IV 500mg powder for solution for infusion vials"	" Powder for solution for infusion"	"Intravenous"	"Clarithromycin"	"500.000mg"	"5010500"	10
5292941000033116	"16089611000001103"	"Flucloxacillin 125mg/5ml oral solution sugar free"	"Flucloxacillin 125mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Flucloxacillin sodium"	"25.000mg/1.000ml"	" "	100000
2290941000033119	"618111000001108"	"Ranclav 125mg/31mg/5ml SF oral suspension (Ranbaxy (UK) Ltd)"	"Ranclav 125mg/31mg/5ml SF oral suspension"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"25.000mg/1.000ml + 6.250mg/1.000ml"	" "	8
366941000033113	"36565811000001104"	"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free"	"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Amoxicillin trihydrate/ Potassium clavulanate"	"25.000mg/1.000ml + 6.250mg/1.000ml"	"5010103"	700000
44441000033116	"323570001"	"Ampicillin 250mg capsules"	"Ampicillin 250mg capsules"	"Capsule"	"Oral"	"Ampicillin"	"250.000mg"	"5010103"	300000
3079541000033110	"323738003"	"Amoxicillin 500mg powder for solution for injection vials"	"Amoxicillin 500mg powder for solution for injection vials"	"Powder for solution for injection"	"Intramuscular/ Intravenous"	"Amoxicillin sodium"	"500.000mg"	"5010103"	2000
